empl_id,start_date,rank,sl,day
22886,1998-09-10 00:00:00,nan,DS: Digital Services,"12,480.0,12,576.0,12,528.0,12,528.0,12,528.0,9,108.0,12,372.0,12,528.0,12,576.0,12,528.0,12,432.0,12,528.0,12,528.0,12,480.0,12,528.0,12,528.0,12,576.0,12,528.0,12,480.0,12,480.0,12,576.0,12,528.0,12,576.0,12,480.0,12,480.0,12,528.0,12,576.0,12,528.0,12,528.0,9,42.85714285714286,12,437.1428571428571,12,528.0,12,528.0,12,576.0,16,480.0,16,48.0,"
22889,1998-09-01 00:00:00,4,LM: Logistics,"0,480.0,0,553.8461538461538,9,22.153846153846153,0,428.1081081081081,9,99.8918918918919,0,482.74285714285713,9,45.25714285714286,0,448.0,9,80.0,0,480.0,0,528.0,0,576.0,0,528.0,9,216.0,13,216.0,9,264.0,13,264.0,9,264.0,13,264.0,9,240.0,13,240.0,16,528.0,0,528.0,0,576.0,0,528.0,0,480.0,0,480.0,0,576.0,0,528.0,0,576.0,0,480.0,0,480.0,0,241.37142857142857,9,286.62857142857143,0,135.52941176470588,9,440.4705882352941,9,528.0,0,381.3333333333333,9,146.66666666666669,9,480.0,0,396.0,9,132.0,0,264.0,9,264.0,0,282.5660377358491,9,293.4339622641509,9,480.0,16,48.0,"
22893,1998-09-21 00:00:00,3,DS: Digital Services,"1,432.0,9,48.0,1,564.0,9,12.0,1,450.0,9,78.0,1,414.0,9,114.0,1,480.0,9,48.0,1,364.5,9,115.5,1,432.0,9,96.0,1,576.0,1,528.0,1,270.0,9,162.0,1,528.0,1,528.0,1,408.0,9,72.0,1,477.0,9,51.0,1,519.0,9,9.0,1,450.0,9,126.0,1,528.0,1,448.5,9,31.5,1,378.0,9,102.0,1,288.0,9,288.0,1,501.0,9,27.0,1,564.0,9,12.0,1,432.0,9,48.0,1,480.0,1,336.0,9,192.0,1,576.0,1,471.0,9,57.0,1,408.0,9,120.0,1,480.0,1,336.0,9,192.0,1,462.0,9,66.0,1,528.0,9,48.0,1,366.0,9,114.0,16,48.0,"
22895,1998-09-21 00:00:00,5,MA: Mgmt Advisory Svcs,"6,390.0,9,90.0,6,557.2330827067669,9,2.887218045112782,12,15.8796992481203,6,523.5630252100841,8,4.436974789915967,5,3.0,6,316.5,9,208.5,3,1.4915254237288136,4,5.966101694915254,5,1.4915254237288136,6,444.47457627118644,7,1.4915254237288136,8,11.932203389830509,9,56.67796610169491,12,1.4915254237288136,13,2.983050847457627,1,1.5,3,1.5,4,1.5,6,195.0,7,1.5,8,7.5,9,270.0,12,1.5,5,22.5,6,441.0,9,64.5,3,1.5,4,1.5,5,1.5,6,448.5,7,3.0,8,15.0,9,103.5,12,1.5,1,3.0,4,4.5,5,1.5,6,385.5,7,4.5,8,15.0,9,106.5,12,7.5,4,3.0,6,336.0,8,21.0,9,72.0,6,471.0,7,1.5,8,3.0,9,49.5,12,3.0,1,1.5,3,1.5,4,3.0,5,7.5,6,487.5,8,16.5,9,10.5,1,1.437125748502994,6,415.3293413173653,7,1.437125748502994,8,4.311377245508982,9,34.49101796407186,12,2.874251497005988,13,20.119760479041915,1,1.5,3,1.5,4,1.5,6,421.5,8,73.5,9,28.5,6,479.7493472584856,8,42.73629242819843,9,5.514360313315927,6,461.0984455958549,8,4.476683937823834,9,105.9481865284974,12,1.4922279792746114,13,2.9844559585492227,6,310.23728813559325,9,214.77966101694918,13,2.983050847457627,6,388.5,9,91.5,6,411.0,9,69.0,6,479.52,8,12.959999999999999,9,67.67999999999999,13,15.84,6,443.6363636363637,9,68.36363636363636,13,16.0,5,7.2180451127819545,6,511.03759398496237,8,28.872180451127818,9,17.32330827067669,13,11.548872180451127,6,424.5,9,55.5,6,205.5,8,4.5,9,270.0,6,402.0,9,126.0,6,558.0932642487047,9,17.906735751295336,6,451.5,8,18.0,9,58.5,6,232.32,9,263.296,13,32.384,6,369.908256880734,8,16.146788990825687,9,83.6697247706422,13,10.275229357798164,6,207.0,9,321.0,6,484.7457627118644,9,40.271186440677965,13,2.983050847457627,6,459.91836734693874,8,1.4693877551020407,9,102.85714285714286,13,11.755102040816325,6,454.7368421052631,8,11.052631578947368,9,14.210526315789473,16,48.0,"
22924,1999-01-01 00:00:00,nan,MA: Mgmt Advisory Svcs,"16,480.0,16,576.0,16,528.0,16,528.0,9,528.0,16,480.0,16,528.0,9,576.0,16,528.0,16,432.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
22933,1999-04-01 00:00:00,nan,SL: Legacy,"5,234.54545454545456,9,201.8181818181818,13,43.63636363636364,4,132.70588235294116,5,307.7647058823529,9,101.64705882352942,13,33.88235294117647,4,177.97752808988764,5,243.2359550561798,9,100.85393258426966,13,5.932584269662922,4,42.0,5,276.0,9,210.0,4,11.478260869565217,5,396.0,9,97.56521739130434,13,22.956521739130434,4,5.783132530120482,5,104.09638554216868,9,352.7710843373494,13,17.349397590361445,5,176.0,9,254.2222222222222,13,97.77777777777777,5,227.22935779816515,9,280.07339449541286,13,68.69724770642202,5,236.85981308411215,9,197.38317757009344,13,93.75700934579439,4,5.08235294117647,5,162.63529411764705,9,198.21176470588233,13,66.07058823529412,5,220.0,9,210.22222222222223,13,97.77777777777777,5,215.3009708737864,9,235.80582524271847,13,76.89320388349515,5,192.0,9,192.0,13,96.0,5,144.0,9,240.0,13,144.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
22942,1999-05-24 00:00:00,4,LM: Logistics,"5,432.0,9,48.0,5,528.0,9,48.0,5,420.0,9,108.0,5,450.0,9,78.0,5,528.0,5,384.0,9,96.0,5,390.0,9,138.0,5,576.0,5,528.0,5,384.0,9,48.0,5,336.0,9,192.0,5,528.0,5,480.0,5,504.0,9,24.0,5,528.0,5,528.0,9,48.0,5,336.0,9,192.0,5,432.0,9,48.0,5,432.0,9,48.0,5,576.0,5,528.0,5,576.0,5,432.0,9,48.0,5,312.0,9,168.0,5,480.0,9,48.0,5,576.0,5,480.0,9,48.0,5,480.0,9,48.0,5,456.0,9,24.0,5,456.0,9,72.0,5,480.0,9,48.0,5,494.5454545454545,9,64.0,13,17.454545454545453,5,445.30120481927713,9,17.349397590361445,13,17.349397590361445,16,48.0,"
22961,1999-09-07 00:00:00,5,DS: Digital Services,"0,294.93975903614455,8,43.373493975903614,9,124.33734939759036,13,17.349397590361445,0,541.5,9,34.5,0,462.0,9,66.0,0,422.9528795811518,9,93.98952879581151,13,11.05759162303665,0,439.0112359550562,9,83.0561797752809,13,5.932584269662922,0,240.0,9,240.0,0,384.0,9,144.0,0,561.0,9,15.0,0,528.0,0,384.0,9,48.0,0,486.0,9,42.0,0,288.0,9,240.0,0,480.0,0,456.0,9,72.0,0,528.0,0,528.0,9,48.0,0,528.0,0,468.0,9,12.0,0,384.0,9,96.0,0,240.0,9,336.0,0,408.0,9,120.0,0,552.0,9,24.0,0,432.0,9,48.0,0,457.5,9,22.5,0,516.0,9,12.0,0,570.0,9,6.0,0,480.0,9,48.0,0,442.8387096774194,9,85.16129032258064,0,280.0,9,120.0,13,80.0,9,426.2752293577982,13,101.72477064220185,9,308.7308970099668,13,219.26910299003322,9,361.4117647058823,13,214.58823529411765,7,64.25196850393701,9,238.11023622047244,13,177.63779527559055,16,48.0,"
22978,2000-01-25 00:00:00,5,DS: Digital Services,"7,390.0,9,90.0,7,420.0,8,42.0,9,114.0,7,330.0,9,198.0,7,142.38202247191012,8,249.1685393258427,9,130.51685393258427,13,5.932584269662922,7,66.0,8,450.0,9,12.0,7,108.0,8,276.0,9,96.0,7,30.0,8,132.0,9,366.0,7,84.0,8,348.0,9,144.0,7,144.0,8,264.0,9,120.0,7,114.0,8,54.0,9,264.0,7,210.0,8,276.0,9,42.0,7,216.0,8,120.0,9,192.0,7,432.0,9,48.0,7,432.0,9,96.0,7,528.0,7,408.0,9,168.0,7,420.0,9,108.0,7,396.0,9,84.0,7,384.0,9,96.0,7,474.0,9,102.0,7,498.0,9,30.0,7,360.0,9,216.0,0,18.0,7,396.0,9,66.0,0,108.0,7,240.0,9,132.0,0,96.0,7,330.0,9,102.0,0,186.0,7,144.0,9,246.0,0,84.0,7,354.0,9,90.0,0,36.0,7,300.0,9,192.0,0,117.0,7,225.0,9,138.0,7,210.0,9,318.0,7,90.0,9,438.0,7,85.5,9,346.5,13,144.0,0,21.70854271356784,7,86.83417085427136,9,277.3869346733668,13,94.07035175879396,16,48.0,"
22979,1999-12-01 00:00:00,5,DS: Digital Services,"3,83.35329341317366,7,155.20958083832335,9,97.72455089820359,10,143.71257485029938,1,8.189573459715639,3,8.189573459715639,7,161.0616113744076,9,128.30331753554503,10,256.60663507109007,13,13.649289099526065,1,8.608695652173912,3,8.608695652173912,7,126.26086956521739,9,160.69565217391306,10,200.8695652173913,13,22.956521739130434,7,120.0,9,324.0,10,84.0,1,2.966292134831461,3,14.831460674157302,7,231.37078651685394,9,148.31460674157304,10,124.58426966292134,13,5.932584269662922,1,2.962962962962963,3,17.77777777777778,7,97.77777777777777,9,290.3703703703704,10,65.18518518518518,13,5.925925925925926,1,6.0,3,6.0,7,144.0,9,324.0,10,48.0,1,2.8944723618090453,3,8.683417085427136,7,295.2361809045226,9,138.93467336683418,10,121.5678391959799,13,8.683417085427136,1,2.854054054054054,7,188.3675675675676,8,5.708108108108108,9,248.3027027027027,10,57.08108108108108,13,25.686486486486487,1,5.7218543046357615,3,2.8609271523178808,7,194.5430463576159,9,125.88079470198674,10,85.82781456953641,13,17.165562913907287,1,14.117647058823529,3,5.647058823529411,7,265.4117647058824,9,124.23529411764706,10,96.0,13,22.588235294117645,1,2.7357512953367875,3,27.357512953367873,7,175.0880829015544,9,71.12953367875647,10,216.12435233160622,13,35.56476683937824,1,4.776119402985074,3,4.776119402985074,5,219.70149253731344,7,97.91044776119402,9,47.76119402985075,10,71.64179104477611,13,33.43283582089553,3,20.764044943820224,5,302.56179775280896,7,86.02247191011236,9,80.08988764044945,10,32.62921348314607,13,5.932584269662922,1,5.587301587301587,5,379.9365079365079,7,69.84126984126983,9,50.285714285714285,10,22.349206349206348,3,4.702040816326531,5,500.7673469387755,7,47.0204081632653,10,23.51020408163265,1,5.647058823529411,3,8.470588235294118,5,457.4117647058824,7,39.52941176470588,10,16.941176470588236,3,117.0,5,264.0,7,54.0,9,45.0,3,5.647058823529411,5,259.7647058823529,7,64.94117647058823,9,149.64705882352942,1,15.638009049773757,5,315.3665158371041,7,161.59276018099547,9,72.97737556561086,10,10.425339366515837,1,8.293193717277486,5,262.61780104712045,7,60.816753926701566,9,146.5130890052356,10,8.293193717277486,13,41.46596858638743,1,2.782608695652174,5,244.8695652173913,7,122.43478260869566,9,147.47826086956525,10,16.695652173913043,13,41.73913043478261,1,2.666666666666667,5,114.66666666666667,7,80.0,9,80.0,10,173.33333333333334,13,29.333333333333332,1,2.7906976744186047,5,413.0232558139535,7,36.27906976744186,9,19.534883720930235,10,2.7906976744186047,13,5.5813953488372094,7,120.52173913043478,9,390.2608695652174,13,17.217391304347824,1,10.766355140186915,7,274.5420560747664,9,231.47663551401868,13,59.21495327102804,1,8.081632653061224,7,177.79591836734693,9,288.2448979591837,13,53.87755102040816,1,8.293193717277486,7,110.57591623036649,9,367.6649214659686,13,41.46596858638743,1,8.135593220338983,7,176.27118644067798,9,249.4915254237288,13,46.10169491525424,1,2.838709677419355,7,96.51612903225806,9,400.258064516129,13,28.387096774193548,1,2.600985221674877,5,5.201970443349754,7,145.6551724137931,9,330.32512315270935,13,44.216748768472904,7,112.94117647058823,9,451.7647058823529,13,11.294117647058822,1,11.03448275862069,7,171.0344827586207,9,292.4137931034483,13,5.517241379310345,9,48.0,"
22991,2000-01-05 00:00:00,4,LM: Logistics,"8,240.0,9,240.0,8,483.42857142857144,9,92.57142857142858,8,248.47058823529412,9,279.5294117647059,8,422.40000000000003,9,105.60000000000001,8,528.0,8,480.0,8,462.0,9,66.0,8,411.42857142857144,9,164.57142857142856,8,226.28571428571428,9,301.7142857142857,8,216.0,9,216.0,16,528.0,8,528.0,8,480.0,8,528.0,8,528.0,8,301.7142857142857,9,274.2857142857143,8,528.0,8,480.0,8,480.0,8,576.0,8,528.0,8,576.0,8,480.0,8,480.0,8,487.3846153846154,9,40.61538461538462,8,487.38461538461536,9,88.61538461538461,8,475.2,9,52.800000000000004,8,339.42857142857144,9,188.57142857142858,8,240.0,9,240.0,8,377.14285714285717,9,150.85714285714286,8,528.0,8,448.0,9,128.0,8,411.4285714285714,9,68.57142857142857,16,48.0,"
22994,2000-02-22 00:00:00,4,MA: Mgmt Advisory Svcs,"1,432.0,9,48.0,1,576.0,1,480.0,9,48.0,1,432.0,9,96.0,1,528.0,1,240.0,9,240.0,1,408.0,9,120.0,1,516.0,9,60.0,1,504.53333333333336,9,11.733333333333334,13,11.733333333333334,1,384.0,9,48.0,1,504.0,9,24.0,1,519.0,9,9.0,1,480.0,1,480.0,9,48.0,1,528.0,1,375.0,9,201.0,1,528.0,1,480.0,1,240.0,9,240.0,1,558.0,9,18.0,1,528.0,1,540.0,9,36.0,1,432.0,9,48.0,1,471.0,9,9.0,1,528.0,1,576.0,1,462.0,9,66.0,1,432.0,9,96.0,1,426.0,9,54.0,1,432.0,9,96.0,1,480.0,9,48.0,1,528.0,9,48.0,1,480.0,16,48.0,"
22998,2000-02-22 00:00:00,nan,MA: Mgmt Advisory Svcs,"7,408.0,9,72.0,7,570.0,9,6.0,7,468.0,9,60.0,7,330.0,9,198.0,7,480.53932584269666,9,41.52808988764045,13,5.932584269662922,7,187.82608695652175,9,289.19254658385097,13,2.981366459627329,7,408.0,9,120.0,7,564.0,9,12.0,7,528.0,7,312.0,9,120.0,7,516.1348314606741,9,5.932584269662922,13,5.932584269662922,7,486.0,9,42.0,7,456.0,9,24.0,7,480.0,9,48.0,7,528.0,7,510.0,9,66.0,7,480.0,9,48.0,7,432.0,9,48.0,7,240.0,9,240.0,7,576.0,7,528.0,7,141.10843373493975,9,303.03614457831327,13,131.85542168674698,9,302.3622047244094,13,177.63779527559055,9,264.82758620689657,13,215.17241379310346,9,281.6,13,246.4,9,288.0,13,288.0,9,264.0,13,264.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
23003,2000-04-03 00:00:00,4,MA: Mgmt Advisory Svcs,"7,92.6896551724138,8,13.241379310344827,12,374.0689655172414,7,80.37209302325581,8,214.32558139534882,12,281.30232558139534,3,154.53658536585365,8,8.585365853658537,12,364.8780487804878,3,116.04395604395604,12,411.95604395604397,3,25.6,8,6.4,9,25.6,12,470.4,3,37.54189944134078,12,442.4581005586592,8,4.981132075471698,12,523.0188679245283,12,576.0,8,3.4064516129032256,12,524.5935483870968,12,432.0,12,528.0,9,12.06857142857143,12,515.9314285714286,3,20.338983050847457,7,48.8135593220339,12,410.8474576271187,3,144.32,7,80.96,8,42.24,12,260.48,7,227.24050632911394,12,300.7594936708861,3,44.30769230769231,7,12.65934065934066,12,519.032967032967,3,227.87368421052633,7,80.58947368421053,9,11.11578947368421,12,208.42105263157896,3,209.7777777777778,7,92.44444444444444,9,17.77777777777778,12,160.0,3,164.67153284671534,7,287.2992700729927,12,28.02919708029197,3,262.0072202166065,7,207.942238267148,12,106.05054151624549,3,88.64233576642336,7,296.7591240875912,12,142.5985401459854,7,576.0,7,452.8301886792453,9,27.169811320754718,7,480.0,6,129.0,7,399.0,6,248.4170616113744,7,191.09004739336493,8,136.49289099526067,6,329.70135746606337,7,174.40723981900453,9,23.891402714932127,6,373.04347826086956,7,154.95652173913044,6,271.21076233183857,7,193.7219730941704,9,15.067264573991032,6,512.16,7,15.84,6,349.6216216216216,7,178.3783783783784,6,115.2,7,354.46153846153845,9,53.16923076923077,13,53.16923076923077,7,480.0,16,48.0,"
23013,2000-04-24 00:00:00,4,DS: Digital Services,"9,480.0,7,576.0,5,120.0,7,348.0,9,60.0,5,18.0,7,360.0,9,150.0,7,474.0,9,54.0,7,384.0,9,96.0,7,390.0,9,138.0,7,540.0,9,36.0,7,450.0,9,78.0,7,384.0,9,48.0,7,516.0,9,12.0,7,420.0,9,108.0,7,468.0,9,12.0,7,468.0,9,60.0,7,510.0,9,18.0,7,462.0,9,114.0,7,528.0,7,468.0,9,12.0,7,432.0,9,48.0,7,516.0,9,60.0,7,480.0,9,48.0,7,96.0,9,480.0,7,324.0,9,156.0,7,456.0,9,24.0,7,432.0,9,96.0,7,492.0,9,84.0,7,408.0,9,120.0,7,384.0,9,144.0,7,450.0,9,30.0,7,372.0,9,156.0,7,462.0,9,66.0,4,24.0,7,486.0,9,66.0,7,436.3636363636364,9,43.63636363636364,9,48.0,"
23015,2000-05-30 00:00:00,nan,LM: Logistics,"1,37.28155339805825,5,2.3300970873786406,6,167.76699029126215,9,165.4368932038835,13,107.18446601941748,1,30.44933920704846,6,459.27753303964755,9,45.67400881057269,13,40.59911894273128,1,24.714893617021275,6,296.57872340425536,9,121.32765957446809,13,85.37872340425533,1,4.224,6,278.784,9,139.392,13,105.60000000000001,1,16.10847457627119,6,87.70169491525424,9,238.04745762711863,13,186.14237288135593,6,83.07692307692308,9,286.15384615384613,13,110.76923076923077,5,1.92,6,92.16000000000001,9,255.36,13,178.56,1,1.8823529411764706,6,30.11764705882353,9,329.4117647058823,13,214.58823529411765,6,4.108949416342412,9,357.4785992217899,13,166.4124513618677,5,4.620320855614973,6,2.3101604278074865,9,325.73262032085563,13,99.33689839572193,5,37.573033707865164,6,1.9775280898876404,9,314.42696629213486,13,174.02247191011236,1,4.077220077220077,5,4.077220077220077,9,350.64092664092664,13,169.2046332046332,1,4.033613445378151,9,318.65546218487395,13,157.3109243697479,1,70.4,5,62.11764705882353,6,2.0705882352941174,9,229.83529411764707,13,163.5764705882353,1,235.30434782608694,5,137.7391304347826,9,132.0,13,22.956521739130434,1,37.7292576419214,5,183.6157205240175,9,261.589519650655,13,93.06550218340611,5,295.91208791208794,9,214.6813186813187,13,17.40659340659341,5,202.66666666666666,9,224.0,13,53.33333333333333,5,65.45454545454545,9,370.9090909090909,13,43.63636363636364,5,137.6283185840708,9,351.716814159292,13,86.65486725663717,0,80.88510638297872,5,65.15744680851064,9,249.39574468085107,13,132.56170212765957,0,77.77215189873417,5,102.07594936708861,9,286.7848101265823,13,109.36708860759495,0,7.619047619047619,5,93.96825396825396,9,332.6984126984127,13,45.71428571428571,5,98.8235294117647,9,334.11764705882354,13,47.05882352941176,5,84.8082901554404,9,180.55958549222797,13,262.63212435233163,1,39.14563106796116,5,89.4757281553398,9,206.9126213592233,13,240.4660194174757,5,227.04,9,248.16,13,52.800000000000004,5,182.57943925233644,9,251.66355140186917,13,93.75700934579439,5,204.35643564356434,9,161.58415841584159,13,114.05940594059405,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
23027,2000-07-17 00:00:00,4,LM: Logistics,"5,390.0,9,90.0,5,483.0,9,93.0,5,288.0,6,36.0,9,204.0,5,279.0,9,249.0,5,480.0,9,48.0,5,264.0,9,216.0,5,390.0,9,138.0,5,441.0,9,135.0,5,489.0,9,39.0,5,288.0,9,144.0,5,453.0,9,75.0,5,378.0,9,150.0,5,405.0,9,75.0,5,390.0,9,138.0,5,432.0,9,96.0,5,432.0,9,144.0,5,288.0,9,240.0,5,426.0,9,54.0,5,357.0,9,122.99999999999999,5,576.0,5,240.0,9,288.0,5,324.0,9,252.0,5,417.0,9,63.0,5,393.0,9,87.0,5,312.0,9,216.0,5,546.0,9,30.0,5,423.0,9,105.0,5,294.0,9,234.0,5,480.0,5,384.0,9,144.0,5,315.0,9,213.0,5,342.0,9,234.0,5,378.0,9,102.0,16,48.0,"
23031,2000-07-10 00:00:00,5,DS: Digital Services,"5,90.0,7,294.0,9,96.0,7,360.0,9,204.0,12,12.0,5,54.0,7,408.0,9,48.0,12,18.0,5,6.0,7,378.0,9,144.0,5,18.0,7,468.0,9,24.0,12,18.0,7,195.55555555555554,9,284.44444444444446,7,432.0,9,96.0,5,6.0,7,570.0,7,456.0,9,72.0,7,336.0,9,96.0,5,60.0,7,468.0,5,15.085714285714285,7,512.9142857142857,5,60.0,7,396.0,12,24.0,5,102.0,7,396.0,8,30.0,5,6.0,7,522.0,7,444.0,8,12.0,9,96.0,12,24.0,5,23.730337078651687,7,468.67415730337075,8,11.865168539325843,12,23.730337078651687,7,420.0,8,18.0,9,12.0,12,30.0,5,12.0,7,192.0,8,30.0,9,245.99999999999997,5,6.0,7,390.0,8,126.0,9,36.0,12,18.0,7,312.0,8,12.0,9,204.0,5,24.0,7,432.0,9,120.0,5,36.0,7,240.0,9,204.0,5,156.0,7,210.0,9,114.0,5,222.0,7,228.0,9,78.0,5,229.22448979591837,7,235.10204081632654,8,11.755102040816325,9,99.91836734693878,5,132.0,7,162.0,9,234.0,5,78.0,7,306.0,9,144.0,5,78.0,7,258.0,9,96.0,12,48.0,5,54.0,7,270.0,9,204.0,5,60.0,7,318.0,9,114.0,10,36.0,5,76.40816326530613,7,423.18367346938777,9,52.89795918367347,10,23.51020408163265,5,204.59016393442622,7,196.72131147540983,9,78.68852459016392,16,48.0,"
23039,2000-08-21 00:00:00,5,LM: Logistics,"12,480.0,12,576.0,12,528.0,12,528.0,12,528.0,12,480.0,12,528.0,12,576.0,12,528.0,12,432.0,12,528.0,12,528.0,12,480.0,12,528.0,12,528.0,12,576.0,12,528.0,12,480.0,12,480.0,12,576.0,12,528.0,12,576.0,12,480.0,12,480.0,12,528.0,12,576.0,12,528.0,12,528.0,12,480.0,9,31.52238805970149,12,496.4776119402985,12,528.0,12,576.0,12,480.0,16,48.0,"
23044,2000-07-11 00:00:00,5,LM: Logistics,"5,384.0,9,96.0,5,558.0,9,18.0,5,432.0,9,96.0,5,432.0,9,96.0,5,504.0,9,24.0,5,135.0,9,345.0,5,420.0,9,108.0,5,576.0,5,516.0,9,12.0,5,360.0,9,72.0,5,510.0,9,18.0,5,486.0,9,42.0,5,444.0,9,36.0,5,474.0,9,54.0,9,528.0,5,192.0,9,384.0,5,516.0,9,12.0,5,480.0,5,336.0,9,144.0,5,576.0,5,486.0,9,42.0,5,528.0,9,48.0,5,432.0,9,48.0,5,480.0,5,432.0,9,96.0,5,576.0,5,480.0,9,48.0,5,432.0,9,96.0,5,462.0,9,18.0,5,288.0,9,240.0,5,480.0,9,48.0,5,372.0,9,204.0,5,432.5925925925926,9,47.407407407407405,16,48.0,"
23046,2000-07-17 00:00:00,5,LM: Logistics,"1,285.0,5,33.0,9,162.0,1,339.0,5,174.0,9,63.0,1,351.0,5,147.0,9,30.0,1,222.0,5,180.0,9,126.0,1,294.0,5,222.0,9,12.0,1,66.0,5,126.0,9,288.0,1,264.0,5,150.0,8,6.0,9,108.0,1,294.0,5,270.0,9,12.0,1,288.0,5,222.0,8,6.0,9,12.0,1,258.0,5,102.0,9,72.0,1,147.0,5,333.0,9,48.0,1,297.0,5,204.0,8,6.0,9,21.0,1,324.0,5,138.0,8,3.0,9,15.0,1,390.0,5,57.0,8,12.0,9,69.0,1,402.0,5,60.0,8,42.0,9,24.0,1,342.0,5,159.0,8,9.0,9,66.0,1,327.0,5,120.0,8,21.0,9,60.0,1,138.0,5,96.0,8,6.0,9,240.0,1,261.0,5,108.0,9,111.0,1,360.0,5,120.0,9,96.0,1,354.0,5,108.0,9,66.0,1,420.0,5,120.0,9,36.0,1,324.0,5,90.0,8,6.0,9,60.0,1,216.0,5,186.0,8,48.0,9,30.0,1,108.0,5,138.0,8,54.0,9,228.0,1,126.0,5,258.0,8,135.0,9,57.0,5,294.97206703910615,8,135.68715083798884,9,88.49162011173183,13,8.849162011173185,5,250.5762711864407,8,158.10169491525426,9,116.33898305084746,13,2.983050847457627,5,290.3703703703704,8,106.66666666666666,9,77.03703703703704,13,5.925925925925926,5,84.0,8,132.0,9,312.0,1,42.0,5,42.0,8,354.0,9,90.0,1,90.63959390862944,5,46.78172588832487,8,412.26395939086296,9,23.390862944162436,13,2.9238578680203045,5,41.25,8,420.0,9,18.75,9,48.0,"
23051,2005-10-01 00:00:00,4,DS: Digital Services,"8,432.0,9,48.0,8,288.0,9,288.0,8,336.0,9,192.0,8,480.0,9,48.0,8,528.0,8,432.0,9,48.0,8,384.0,9,144.0,8,432.0,9,144.0,8,528.0,8,384.0,9,48.0,8,528.0,8,480.0,9,48.0,8,480.0,8,480.0,9,48.0,8,480.0,9,48.0,8,516.0,9,60.0,9,276.5714285714286,13,251.42857142857142,9,240.0,13,240.0,9,266.6666666666667,13,213.33333333333331,9,470.60425531914893,13,105.39574468085105,7,54.55350553505535,9,288.3542435424354,13,185.09225092250924,9,335.56756756756755,13,240.43243243243242,7,123.87096774193549,9,209.03225806451613,13,147.09677419354838,5,184.6153846153846,9,184.6153846153846,13,110.76923076923077,7,176.0,9,211.20000000000002,13,140.8,0,55.10313901345292,7,17.219730941704036,9,258.29596412556054,13,245.38116591928252,0,480.0,9,48.0,0,165.0,9,198.0,13,165.0,8,432.0,9,48.0,8,432.0,9,96.0,8,484.2279792746114,9,43.7720207253886,8,434.93877551020404,9,141.0612244897959,8,288.0,9,192.0,16,48.0,"
23054,2000-08-07 00:00:00,nan,SL: Legacy,"8,9.0,9,276.0,12,195.0,8,18.0,9,351.0,12,207.0,9,366.0,12,162.0,9,402.0,12,126.0,7,24.0,9,420.0,12,84.0,9,423.0,12,57.0,8,19.92452830188679,9,418.41509433962267,13,89.66037735849056,9,576.0,9,528.0,9,327.41052631578947,13,104.58947368421053,9,528.0,9,528.0,9,240.0,13,240.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
23055,2000-07-24 00:00:00,5,LM: Logistics,"3,384.0,9,96.0,3,552.0,9,24.0,3,480.0,9,48.0,3,336.0,9,192.0,3,480.0,9,48.0,3,432.0,9,48.0,3,371.3406593406594,9,156.65934065934067,3,576.0,3,528.0,3,336.0,9,96.0,3,528.0,3,480.0,9,48.0,3,384.0,9,96.0,3,528.0,3,528.0,3,483.84,9,92.16,3,528.0,3,480.0,3,411.0179640718563,9,68.98203592814372,3,576.0,3,162.0,9,366.0,3,576.0,3,362.2085889570552,9,117.79141104294479,3,432.0,9,48.0,3,504.0,9,24.0,3,420.0,9,156.0,3,240.0,9,288.0,3,288.0,9,240.0,3,192.0,9,288.0,3,144.0,9,384.0,3,480.0,9,48.0,3,528.0,9,48.0,3,373.3333333333333,9,106.66666666666666,16,48.0,"
23057,2000-07-26 00:00:00,5,LM: Logistics,"1,390.0,9,90.0,1,494.1319796954315,9,67.248730964467,13,14.619289340101522,1,436.17391304347825,9,68.8695652173913,13,22.956521739130434,1,216.0,9,312.0,1,114.0,9,414.0,1,228.29268292682926,9,240.0,13,11.707317073170731,1,377.9672131147541,9,129.8360655737705,13,20.19672131147541,1,546.0,9,30.0,1,522.0,9,6.0,1,378.0,9,54.0,9,528.0,1,282.0,9,246.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,15,528.0,15,576.0,15,528.0,15,528.0,9,480.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
