empl_id,start_date,rank,sl,day
25160,2016-01-19 00:00:00,4,MA: Mgmt Advisory Svcs,"0,418.5,9,61.49999999999999,0,576.0,0,480.0,9,48.0,0,246.0,9,282.0,0,510.0,9,18.0,0,364.5,9,115.5,0,432.0,9,96.0,0,576.0,0,525.0,9,3.0,0,384.0,9,48.0,0,504.0,9,24.0,0,492.0,9,36.0,0,472.5,9,7.5,0,522.0,9,6.0,0,447.0,9,81.0,0,525.0,9,51.0,0,522.0,9,6.0,0,480.0,0,265.5,9,214.5,0,576.0,0,522.0,9,6.0,0,525.0,9,51.0,0,432.0,9,48.0,0,480.0,0,462.0,9,66.0,0,240.0,9,336.0,0,399.0,9,129.0,0,402.0,9,126.0,0,480.0,0,480.0,9,48.0,0,480.0,9,48.0,0,528.0,9,48.0,0,480.0,16,48.0,"
25162,2016-02-01 00:00:00,6,AA: Advanced Analytics,"11,480.0,9,52.36363636363637,11,523.6363636363636,9,132.83018867924528,11,395.16981132075466,11,528.0,9,26.21276595744681,11,501.7872340425532,9,35.55555555555556,11,444.44444444444446,11,528.0,11,576.0,9,53.132075471698116,11,474.8679245283019,11,432.0,11,528.0,11,528.0,11,480.0,11,528.0,11,528.0,11,576.0,11,528.0,11,480.0,11,480.0,11,576.0,11,528.0,11,576.0,11,480.0,11,480.0,11,528.0,11,576.0,11,528.0,11,528.0,9,55.74193548387097,11,424.258064516129,11,528.0,11,528.0,11,576.0,11,480.0,16,48.0,"
25164,2016-02-01 00:00:00,5,MA: Mgmt Advisory Svcs,"7,480.0,7,576.0,7,528.0,7,528.0,7,264.0,9,264.0,7,480.0,7,528.0,7,576.0,7,412.2739726027397,9,115.72602739726027,7,432.0,7,477.10843373493975,9,25.44578313253012,13,25.44578313253012,7,528.0,7,231.7241379310345,9,248.27586206896552,7,387.2,9,140.8,9,264.0,13,264.0,16,576.0,7,528.0,16,480.0,16,480.0,7,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,7,467.07692307692304,9,60.92307692307693,9,480.0,16,528.0,16,528.0,9,576.0,9,480.0,16,48.0,"
25165,2016-02-01 00:00:00,nan,SL: Legacy,"1,480.0,1,564.2448979591836,9,11.755102040816325,1,528.0,1,504.35820895522386,9,23.641791044776117,1,482.74285714285713,9,45.25714285714286,1,480.0,1,528.0,16,576.0,16,528.0,16,432.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
25166,2016-02-01 00:00:00,4,DS: Digital Services,"7,126.0,9,354.0,7,138.0,9,438.0,7,109.5,9,418.5,7,147.0,9,381.0,7,336.0,9,192.0,7,333.0,9,147.0,7,396.0,9,132.0,7,408.0,9,168.0,7,480.0,9,48.0,7,384.0,9,48.0,7,480.0,9,48.0,7,432.0,9,96.0,7,480.0,7,480.0,9,48.0,7,288.0,9,240.0,7,528.0,9,48.0,7,480.0,9,48.0,7,480.0,7,408.0,9,72.0,7,528.0,9,48.0,7,528.0,7,504.0,9,72.0,7,432.0,9,48.0,7,408.0,9,72.0,7,480.0,9,48.0,7,318.0,9,258.0,7,456.0,9,72.0,7,432.0,9,96.0,7,480.0,7,384.0,9,144.0,7,480.0,9,48.0,7,480.0,9,96.0,7,480.0,16,48.0,"
25167,2016-02-01 00:00:00,7,LM: Logistics,"9,120.0,10,360.0,9,115.2,10,411.42857142857144,13,49.371428571428574,8,118.94505494505495,9,63.824175824175825,10,327.8241758241758,13,17.40659340659341,8,102.36734693877551,9,129.30612244897958,10,242.44897959183675,13,53.87755102040816,8,29.19815668202765,9,180.0552995391705,10,218.98617511520737,13,99.76036866359446,8,5.217391304347826,9,307.82608695652175,10,104.34782608695652,13,62.608695652173914,8,5.028571428571429,9,311.7714285714286,10,125.71428571428571,13,85.4857142857143,9,146.28571428571428,10,315.42857142857144,13,114.28571428571428,8,5.443298969072165,9,299.3814432989691,10,174.18556701030928,13,48.98969072164949,9,203.58620689655172,10,153.93103448275863,13,74.48275862068967,8,41.20975609756098,9,275.59024390243906,10,154.53658536585365,13,56.66341463414634,8,25.631067961165048,9,179.41747572815535,10,246.05825242718447,13,76.89320388349515,8,217.67441860465115,9,111.62790697674419,10,117.20930232558139,13,33.48837209302326,8,51.5625,9,266.0625,10,156.75,13,53.625,8,46.464,9,272.448,10,116.16,13,92.928,8,45.381818181818176,9,342.1090909090909,10,108.21818181818182,13,80.2909090909091,8,51.155709342560556,9,259.43252595155707,10,102.31141868512111,13,115.10034602076125,8,8.170212765957446,9,204.25531914893617,10,122.5531914893617,13,145.02127659574467,9,244.21052631578948,10,92.63157894736841,13,143.1578947368421,8,5.984415584415585,9,308.1974025974026,10,104.72727272727273,13,157.09090909090907,9,300.4640883977901,10,58.34254143646409,13,169.19337016574588,9,323.3374233128834,10,130.7484662576687,13,121.91411042944785,9,277.5,10,86.25,13,116.25,9,250.05988023952096,10,71.85628742514969,13,158.08383233532933,9,148.0,10,232.0,13,148.0,9,138.3896103896104,10,299.2207792207792,13,138.3896103896104,9,174.54545454545456,10,209.45454545454547,13,144.0,9,167.32394366197184,10,193.35211267605635,13,167.32394366197184,9,175.68627450980392,10,131.76470588235296,13,172.54901960784315,9,312.57599999999996,10,105.60000000000001,13,109.824,9,237.6,10,94.28571428571429,13,196.11428571428573,9,216.0,10,144.0,13,216.0,9,215.65217391304347,10,57.97101449275362,13,206.3768115942029,16,48.0,"
25169,2016-02-08 00:00:00,4,LM: Logistics,"1,432.0,9,48.0,1,565.5,9,10.5,1,466.5,9,61.5,1,421.5,9,106.5,1,504.0,9,24.0,1,228.0,9,252.0,1,424.5,9,103.5,1,576.0,1,474.0,9,54.0,1,352.5,9,79.5,1,504.0,9,24.0,1,288.0,9,240.0,1,465.0,9,15.0,1,492.0,9,36.0,1,519.0,9,9.0,1,523.5,9,52.5,1,510.0,9,18.0,1,192.0,9,288.0,1,376.5,9,103.5,1,571.5,9,4.5,1,457.5,9,70.5,1,474.0,9,102.0,1,432.0,9,48.0,1,474.0,9,6.0,1,423.0,9,105.0,1,550.5,9,25.5,1,480.804469273743,9,47.19553072625698,1,420.0,9,108.0,1,439.5,9,40.5,1,240.0,9,288.0,1,456.40677966101697,9,71.59322033898304,1,343.57894736842104,9,232.42105263157893,1,480.0,16,48.0,"
25173,2016-02-16 00:00:00,3,LM: Logistics,"5,420.0,9,60.0,5,576.0,5,426.0,9,102.0,5,393.0,9,135.0,5,528.0,5,234.0,9,245.99999999999997,5,426.0,9,102.0,5,516.0,9,60.0,5,513.0,9,15.0,5,366.0,9,66.0,5,522.0,9,6.0,5,522.0,9,6.0,5,432.0,9,48.0,5,510.0,9,18.0,5,207.0,9,321.0,5,528.0,9,48.0,5,516.0,9,12.0,5,384.0,9,96.0,5,318.0,9,162.0,3,336.0,5,240.0,3,528.0,3,546.0,9,30.0,3,384.0,9,96.0,3,480.0,3,432.0,9,96.0,3,486.0,9,90.0,3,480.0,9,48.0,3,408.0,9,120.0,3,471.8181818181818,9,8.181818181818182,3,240.0,9,288.0,3,480.0,9,48.0,3,528.0,9,48.0,3,480.0,16,48.0,"
25174,2016-02-22 00:00:00,nan,MA: Mgmt Advisory Svcs,"9,48.0,10,432.0,10,576.0,9,78.0,10,450.0,9,138.0,10,390.0,10,528.0,9,240.0,10,240.0,9,216.0,10,312.0,9,144.0,10,432.0,9,12.0,10,516.0,9,48.0,10,384.0,9,48.0,10,480.0,10,528.0,9,48.0,10,432.0,10,528.0,9,60.0,10,468.0,9,114.0,10,462.0,9,144.0,10,384.0,9,36.0,10,444.0,9,108.0,10,372.0,9,162.0,10,414.0,10,528.0,9,36.0,10,540.0,9,48.0,10,432.0,9,168.0,10,312.0,9,60.0,10,468.0,9,12.0,10,564.0,9,114.0,10,414.0,9,336.0,10,192.0,10,480.0,9,264.0,10,264.0,9,150.0,10,378.0,9,288.0,10,288.0,15,576.0,9,480.0,15,480.0,15,48.0,"
25175,2016-02-22 00:00:00,nan,LM: Logistics,"1,149.9099099099099,9,311.35135135135135,13,18.73873873873874,1,218.01869158878503,9,298.76635514018693,13,59.21495327102804,1,84.11516314779271,9,272.61420345489444,13,171.27063339731288,1,113.30973451327434,9,297.8761061946903,13,116.8141592920354,1,163.48117154811715,9,225.33891213389123,13,139.17991631799165,1,85.8100558659218,9,343.2402234636872,13,50.94972067039106,1,88.36820083682008,9,300.4518828451883,13,139.17991631799165,1,54.0,4,144.0,9,234.0,13,144.0,1,123.44788732394366,4,129.39718309859154,9,270.69295774647884,13,4.461971830985915,1,124.64262295081969,9,283.27868852459017,13,24.078688524590163,1,305.2960893854749,9,213.85474860335194,13,8.849162011173185,1,221.54773869346732,9,245.42713567839198,13,61.02512562814071,1,276.0,9,204.0,1,306.53333333333336,9,209.73333333333332,13,11.733333333333334,1,226.5,9,301.5,1,187.0515463917526,9,383.0103092783505,13,5.938144329896907,1,214.77966101694918,9,310.23728813559325,13,2.983050847457627,1,214.15384615384616,9,258.46153846153845,13,7.384615384615385,1,160.9937888198758,9,316.0248447204969,13,2.981366459627329,1,252.37113402061857,9,317.69072164948454,13,5.938144329896907,1,247.59322033898306,9,277.42372881355936,13,2.983050847457627,1,243.0,9,333.0,1,1.4953271028037383,9,477.0093457943925,13,1.4953271028037383,1,234.0,5,144.0,9,102.0,1,240.81586402266288,5,104.70254957507082,9,180.985835694051,13,1.4957507082152974,1,373.5813953488372,5,44.651162790697676,9,153.30232558139534,13,4.465116279069767,1,246.90647482014387,4,36.719424460431654,9,162.07194244604315,13,82.3021582733813,1,207.47967479674796,9,296.19512195121956,13,24.32520325203252,1,348.0,9,132.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
25178,2016-03-07 00:00:00,4,LM: Logistics,"9,45.58659217877095,10,434.41340782122904,10,576.0,9,42.559193954659946,10,485.4408060453401,9,20.705882352941178,10,507.29411764705884,9,10.88659793814433,10,517.1134020618556,9,133.5,10,346.5,9,90.112,10,437.88800000000003,10,576.0,10,528.0,9,47.83391003460208,10,384.16608996539793,9,94.5,10,433.5,9,13.5,10,514.5,10,480.0,10,528.0,10,528.0,9,261.0,10,315.0,10,528.0,10,480.0,9,297.0,10,183.0,10,576.0,10,528.0,8,75.0,9,18.0,10,483.0,8,68.9655172413793,9,44.13793103448276,10,366.8965517241379,8,75.63636363636363,10,404.3636363636364,8,33.546961325966855,9,46.674033149171265,10,447.7790055248619,8,47.07692307692308,10,528.9230769230769,8,28.338983050847457,9,2.983050847457627,10,496.67796610169495,8,20.405797101449274,9,17.855072463768114,10,489.7391304347826,8,11.228070175438596,9,14.035087719298245,10,454.7368421052631,9,240.0,10,288.0,8,12.0,9,48.0,10,468.0,8,14.436090225563909,9,46.19548872180451,10,515.3684210526316,8,22.360248447204967,10,457.639751552795,16,48.0,"
25179,2016-02-29 00:00:00,nan,SL: Legacy,"8,434.4213649851632,9,45.5786350148368,8,576.0,8,416.8421052631579,9,111.1578947368421,8,477.43098591549295,9,50.56901408450704,8,525.0084985835695,9,2.991501416430595,8,291.0,9,189.0,8,351.0,9,177.0,3,118.03278688524591,4,51.9344262295082,5,9.442622950819672,7,7.081967213114754,8,18.885245901639344,9,228.98360655737704,12,18.885245901639344,13,122.75409836065573,3,52.93931398416886,4,295.34564643799473,5,30.649076517150394,7,4.179419525065963,9,107.27176781002639,13,37.614775725593674,3,110.11764705882352,5,237.1764705882353,7,76.23529411764706,9,8.470588235294118,3,206.76923076923077,5,306.46153846153845,6,14.76923076923077,3,499.4594594594595,7,28.54054054054054,3,480.0,3,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
25183,2016-03-14 00:00:00,2,LM: Logistics,"0,373.3333333333333,9,100.74074074074073,13,5.925925925925926,0,576.0,0,480.0,9,48.0,0,240.0,9,288.0,0,528.0,0,288.0,9,192.0,9,528.0,9,576.0,9,528.0,9,432.0,9,528.0,0,240.0,9,288.0,0,480.0,0,528.0,0,528.0,0,480.0,9,96.0,0,528.0,0,480.0,0,300.0,9,180.0,0,576.0,0,528.0,0,576.0,0,432.0,9,48.0,0,480.0,0,408.0,9,120.0,0,534.0,9,42.0,0,480.0,9,48.0,0,336.0,9,192.0,0,480.0,0,378.0,9,150.0,0,480.0,9,48.0,0,528.0,9,48.0,0,392.72727272727275,9,87.27272727272728,16,48.0,"
25185,2016-03-14 00:00:00,5,MA: Mgmt Advisory Svcs,"4,342.8571428571429,8,117.55102040816327,9,19.591836734693874,4,151.08196721311475,8,401.3114754098361,9,23.606557377049178,4,123.2,8,404.8,8,384.0,9,144.0,8,321.3913043478261,9,195.1304347826087,12,11.478260869565217,4,11.428571428571427,8,160.0,12,308.5714285714286,4,34.43478260869565,8,51.652173913043484,12,441.9130434782609,4,319.56164383561645,8,98.63013698630137,12,157.8082191780822,4,70.4,8,70.4,12,387.2,4,43.2,8,273.59999999999997,12,115.2,4,24.0,8,276.0,12,228.0,8,484.0,12,44.0,4,240.0,8,240.0,4,88.0,8,440.0,4,396.0,8,132.0,4,288.0,8,288.0,4,44.0,8,132.0,9,352.0,8,160.0,9,160.0,13,160.0,4,36.92307692307693,8,73.84615384615385,9,369.2307692307692,4,18.0,7,144.0,8,72.0,9,342.0,4,12.571428571428571,8,37.714285714285715,9,301.7142857142857,12,176.0,4,10.472727272727273,8,209.45454545454547,9,62.836363636363636,12,293.2363636363636,8,480.0,8,480.0,8,528.0,8,576.0,8,528.0,8,528.0,8,388.57142857142856,9,53.33333333333333,12,15.238095238095237,13,22.857142857142854,8,144.0,12,384.0,4,528.0,16,576.0,16,480.0,16,48.0,"
25186,2016-03-21 00:00:00,3,LM: Logistics,"9,48.0,12,432.0,9,264.0,12,312.0,9,48.0,12,480.0,9,336.0,12,192.0,9,36.0,12,492.0,9,46.829268292682926,12,433.1707317073171,9,96.0,12,432.0,12,576.0,12,528.0,9,47.342465753424655,12,384.6575342465753,9,110.0,12,374.0,13,44.0,9,192.0,12,336.0,9,48.0,12,432.0,9,42.0,12,486.0,9,240.0,12,288.0,9,96.0,12,480.0,9,6.0,12,522.0,9,48.0,12,432.0,9,48.0,12,432.0,12,576.0,9,12.0,12,516.0,9,96.0,12,480.0,9,48.0,12,432.0,12,480.0,9,48.0,12,480.0,12,576.0,9,93.0,12,435.0,9,162.0,12,366.0,9,48.0,12,432.0,9,156.0,12,372.0,9,144.0,12,384.0,9,258.0,12,318.0,9,48.0,12,432.0,16,48.0,"
25188,2016-03-21 00:00:00,4,LM: Logistics,"6,480.0,6,572.4223602484471,9,3.5776397515527947,6,528.0,6,519.1705685618729,9,8.82943143812709,6,523.1854103343464,9,4.814589665653495,6,480.0,6,528.0,6,576.0,6,528.0,6,432.0,6,528.0,6,528.0,6,480.0,6,528.0,6,528.0,6,576.0,6,528.0,6,480.0,6,480.0,6,576.0,6,528.0,6,576.0,6,480.0,6,480.0,6,528.0,6,547.1999999999999,9,28.8,6,528.0,6,528.0,6,480.0,6,528.0,6,528.0,6,576.0,6,480.0,16,48.0,"
25189,2016-03-28 00:00:00,nan,MA: Mgmt Advisory Svcs,"6,54.0,8,261.0,9,165.0,6,189.0,8,267.0,9,120.0,6,243.0,8,156.0,9,129.0,6,225.0,8,87.0,9,216.0,2,277.2,6,92.39999999999999,8,153.11999999999998,9,5.28,2,18.0,6,6.0,8,201.0,9,255.0,6,114.0,8,363.0,9,51.0,6,24.0,8,457.5,9,94.5,6,3.0,8,330.0,9,195.0,6,88.5,8,300.0,9,43.5,6,186.0,8,322.5,9,19.5,6,25.427762039660056,8,355.9886685552408,9,145.08781869688386,13,1.4957507082152974,6,7.346938775510204,8,293.8775510204082,9,96.73469387755102,13,82.0408163265306,8,483.0,9,45.0,6,98.71304347826087,8,429.2869565217391,6,69.0,8,385.5,9,121.5,6,117.0,8,378.0,9,33.0,6,126.0,8,156.0,9,198.0,6,216.0,8,105.0,9,159.0,6,96.0,8,256.5,9,133.5,12,90.0,6,9.0,8,180.0,9,339.0,6,27.0,8,303.0,9,246.0,6,153.0,8,156.0,9,171.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
25191,2016-04-04 00:00:00,3,LM: Logistics,"1,480.0,1,570.4347826086956,9,5.565217391304348,1,528.0,1,528.0,1,508.97297297297297,9,19.027027027027028,1,480.0,1,528.0,1,576.0,1,528.0,1,432.0,1,528.0,1,528.0,1,480.0,1,528.0,1,528.0,1,576.0,1,462.0,9,66.0,1,480.0,1,480.0,1,576.0,1,528.0,1,576.0,1,480.0,1,480.0,1,528.0,1,576.0,1,528.0,1,472.0,9,56.0,1,480.0,1,528.0,1,369.59999999999997,9,158.4,1,576.0,1,291.2,9,182.4,13,6.4,16,48.0,"
25194,2016-04-11 00:00:00,4,DS: Digital Services,"7,361.5,9,118.5,7,438.0,9,138.0,7,390.0,9,138.0,7,405.0,9,123.0,7,448.5,9,79.5,7,423.0,9,57.0,7,337.5,9,190.5,7,505.5,9,70.5,7,508.5,9,19.5,7,357.51724137931035,9,71.50344827586207,13,2.979310344827586,7,514.5,9,13.5,7,517.5,9,10.5,7,411.0,9,69.0,7,363.0,9,165.0,7,480.0,9,48.0,7,480.0,9,96.0,7,489.0,9,39.0,7,405.0,9,75.0,7,412.5,9,67.5,7,507.0,9,69.0,7,501.0,9,27.0,7,477.0,9,99.0,7,396.0,9,84.0,7,450.0,9,30.0,7,432.0,9,96.0,7,439.5,9,136.5,7,255.0,9,273.0,7,354.0,9,174.0,7,339.0,9,141.0,7,426.0,9,102.0,7,289.5,9,238.5,7,279.0,9,297.0,7,184.8447204968944,9,295.1552795031056,16,48.0,"
25195,2016-04-11 00:00:00,nan,SL: Legacy,"0,397.03703703703707,9,77.03703703703704,13,5.925925925925926,0,549.0,9,27.0,0,456.0,9,72.0,0,408.6779661016949,9,116.33898305084746,13,2.983050847457627,0,528.0,0,312.0,9,168.0,0,432.0,9,96.0,0,576.0,0,528.0,0,336.0,9,96.0,0,336.0,9,192.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
25197,2016-04-18 00:00:00,4,LM: Logistics,"9,66.0,12,414.0,9,18.0,12,558.0,9,48.0,12,480.0,9,144.0,12,384.0,9,66.0,12,462.0,9,288.0,12,192.0,9,114.0,12,414.0,9,54.0,12,522.0,9,12.0,12,516.0,9,108.0,12,324.0,9,78.0,12,450.0,9,174.0,12,354.0,9,30.0,12,450.0,9,66.0,12,462.0,9,69.0,12,459.0,9,48.0,12,528.0,9,138.0,12,390.0,9,30.0,12,450.0,9,54.0,12,426.0,9,330.0,12,246.0,9,24.0,12,504.0,9,84.0,12,492.0,9,48.0,12,432.0,9,33.0,12,447.0,9,102.0,12,426.0,9,6.0,12,570.0,9,60.0,12,468.0,9,96.0,12,432.0,9,54.0,12,426.0,9,288.0,12,240.0,9,156.0,12,372.0,9,96.0,12,480.0,9,9.0,12,471.0,16,48.0,"
25198,2016-04-25 00:00:00,4,DS: Digital Services,"0,387.0,9,93.0,0,576.0,0,474.0,9,54.0,0,384.8135593220339,9,140.20338983050848,13,2.983050847457627,0,483.0,9,45.0,0,372.0,9,108.0,0,420.0,9,108.0,0,570.0,9,6.0,0,522.0,9,6.0,0,372.0,9,60.0,0,522.0,9,6.0,0,438.0,9,90.0,0,480.0,0,528.0,0,486.0,9,42.0,0,522.0,9,54.0,0,516.0,9,12.0,0,432.0,9,48.0,0,366.0,9,114.0,0,576.0,0,528.0,0,576.0,0,402.0,9,78.0,0,426.0,9,54.0,0,435.0,9,93.0,0,480.0,9,96.0,0,480.0,9,48.0,0,396.0,9,132.0,0,417.0,9,63.0,0,258.0,9,270.0,0,480.0,9,48.0,0,504.0,9,72.0,0,480.0,16,48.0,"
25199,2016-05-02 00:00:00,5,LM: Logistics,"1,24.0,9,456.0,4,528.0,9,48.0,4,450.0,9,78.0,4,456.0,9,72.0,4,528.0,4,240.0,9,240.0,4,432.0,9,96.0,4,576.0,4,528.0,4,336.0,9,96.0,4,528.0,4,528.0,4,462.0,9,18.0,4,528.0,4,480.0,9,48.0,4,576.0,4,144.0,9,384.0,4,474.0,9,6.0,4,432.0,9,48.0,4,576.0,4,348.0,9,180.0,4,576.0,4,432.0,9,48.0,4,408.0,9,72.0,4,288.0,9,240.0,4,540.0,9,36.0,4,270.0,9,258.0,4,456.0,9,72.0,4,480.0,4,354.0,9,174.0,4,480.0,9,48.0,4,480.0,9,96.0,4,474.0,9,6.0,16,48.0,"
25201,2016-05-09 00:00:00,4,LM: Logistics,"1,378.0,9,102.0,1,522.0,9,54.0,1,468.0,9,60.0,1,444.0,9,84.0,1,438.0,9,90.0,1,234.0,9,245.99999999999997,1,384.0,9,144.0,1,528.0,9,48.0,1,528.0,1,384.0,9,48.0,1,492.0,9,36.0,1,480.0,9,48.0,1,432.0,9,48.0,1,432.0,9,96.0,1,414.0,9,114.0,1,504.0,9,72.0,1,528.0,1,327.27272727272725,9,109.0909090909091,13,43.63636363636364,1,432.0,9,48.0,1,528.0,9,48.0,1,516.0,9,12.0,1,528.0,9,48.0,1,366.0,9,114.0,1,474.0,9,6.0,1,312.0,9,216.0,1,528.0,9,48.0,1,438.0,9,90.0,1,432.0,9,96.0,1,444.0,9,36.0,1,66.0,9,462.0,1,432.0,9,96.0,1,516.0,9,60.0,1,480.0,16,48.0,"
25202,2016-05-09 00:00:00,nan,DS: Digital Services,"8,449.6842105263158,9,30.315789473684212,8,560.7619047619047,9,15.238095238095237,8,518.4578313253012,9,9.542168674698795,8,514.632911392405,9,13.367088607594937,8,528.0,8,474.46153846153845,9,5.538461538461538,8,528.0,8,576.0,8,528.0,8,432.0,8,528.0,8,528.0,8,480.0,8,528.0,8,528.0,8,576.0,8,528.0,8,480.0,8,480.0,8,576.0,8,528.0,8,576.0,8,480.0,8,480.0,8,528.0,8,576.0,8,528.0,8,266.56310679611653,9,261.43689320388347,7,377.87234042553195,9,102.12765957446808,7,528.0,7,528.0,7,576.0,7,480.0,16,48.0,"
25206,2016-05-16 00:00:00,3,MA: Mgmt Advisory Svcs,"2,5.748502994011976,9,45.98802395209581,10,428.26347305389226,9,5.832911392405063,10,570.1670886075949,9,48.0,10,480.0,9,114.0,10,414.0,10,528.0,2,30.0,9,192.0,10,258.0,9,108.79120879120879,10,419.2087912087912,9,98.9364705882353,10,477.0635294117647,8,71.3175355450237,9,23.77251184834123,10,432.9099526066351,9,54.0,10,378.0,9,15.0,10,513.0,10,528.0,10,480.0,9,23.730337078651687,10,504.2696629213483,9,21.0,10,507.0,9,138.2970297029703,10,437.7029702970297,9,48.0,10,480.0,9,21.492537313432834,10,458.5074626865672,9,96.0,10,384.0,9,84.0,10,492.0,9,265.2110091743119,10,262.7889908256881,9,532.078431372549,10,43.92156862745098,9,436.3636363636364,10,43.63636363636364,9,207.4074074074074,10,272.59259259259255,9,30.25,10,497.75,10,576.0,9,45.17647058823529,10,482.8235294117647,9,126.0,10,402.0,10,480.0,9,270.0,10,258.0,9,47.19553072625698,10,480.804469273743,9,116.95431472081218,10,459.0456852791878,10,480.0,16,48.0,"
25208,2016-05-16 00:00:00,nan,MA: Mgmt Advisory Svcs,"5,45.0,9,72.0,10,363.0,5,90.0,9,51.0,10,435.0,5,186.52173913043478,9,63.130434782608695,10,278.3478260869565,5,213.0,9,84.0,10,231.0,5,103.82022471910113,9,11.865168539325843,10,412.314606741573,5,52.5,9,351.0,10,76.5,5,29.662921348314605,9,275.86516853932585,10,222.47191011235952,5,115.76470588235294,9,90.35294117647058,10,369.8823529411765,5,66.0,9,78.0,10,384.0,5,77.46206896551725,9,160.88275862068966,10,193.6551724137931,5,145.85635359116023,10,382.1436464088398,5,66.0,9,21.0,10,441.0,5,72.0,9,87.0,10,321.0,5,21.0,9,240.0,10,267.0,5,123.75,10,404.25,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
25209,2016-05-16 00:00:00,nan,MA: Mgmt Advisory Svcs,"9,72.0,10,408.0,9,12.0,10,564.0,9,48.0,10,480.0,9,48.0,10,480.0,9,23.46666666666667,10,492.8,13,11.733333333333334,9,348.0,10,132.0,9,126.0,10,402.0,9,30.0,10,546.0,9,12.0,10,516.0,9,60.0,10,372.0,9,84.0,10,444.0,9,24.0,10,504.0,9,41.48148148148148,10,432.5925925925926,13,5.925925925925926,9,36.0,10,492.0,10,528.0,15,576.0,15,528.0,15,480.0,15,480.0,15,576.0,15,528.0,15,576.0,15,480.0,15,480.0,15,528.0,15,576.0,15,528.0,15,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
25210,2016-05-16 00:00:00,nan,SL: Legacy,"9,48.0,10,432.0,16,576.0,16,528.0,16,528.0,16,528.0,16,480.0,16,528.0,16,576.0,16,528.0,16,432.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,15,576.0,15,528.0,15,480.0,15,480.0,15,576.0,15,528.0,15,576.0,15,480.0,15,480.0,15,528.0,15,576.0,15,528.0,15,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
25211,2016-05-23 00:00:00,4,MA: Mgmt Advisory Svcs,"7,474.0,9,6.0,7,553.5219512195122,9,22.478048780487804,7,504.0,9,24.0,7,363.0,9,165.0,7,528.0,7,306.0,9,174.0,7,390.0,9,138.0,7,564.0,9,12.0,7,528.0,7,372.0,9,60.0,7,516.3956043956043,9,5.802197802197803,13,5.802197802197803,7,452.983606557377,9,75.01639344262294,7,471.0,9,9.0,7,528.0,7,435.0,9,93.0,7,387.0,9,189.0,7,528.0,7,426.0,9,54.0,7,411.0,9,69.0,7,525.0,9,51.0,7,450.0,9,78.0,7,360.0,9,216.0,7,378.63354037267084,9,101.36645962732919,7,480.0,7,420.0,9,108.0,7,474.0,9,102.0,7,471.0,9,57.0,7,393.0,9,135.0,7,144.0,9,228.0,10,108.0,9,240.0,10,288.0,9,96.0,10,432.0,9,129.30612244897958,10,440.81632653061223,13,5.877551020408163,9,54.08450704225352,10,425.9154929577465,16,48.0,"
25213,2016-05-23 00:00:00,nan,MA: Mgmt Advisory Svcs,"9,350.6849315068493,13,129.31506849315068,9,433.6941176470588,13,142.30588235294118,9,344.81632653061223,13,183.18367346938774,9,382.41975308641975,13,145.58024691358025,9,319.340206185567,13,208.659793814433,9,269.0017513134851,13,210.9982486865149,9,335.4801444043321,13,192.51985559566788,1,3.931740614334471,9,369.58361774744026,11,3.931740614334471,13,198.5529010238908,1,17.276073619631905,9,224.58895705521473,11,138.20858895705524,13,147.92638036809814,9,78.0,11,354.0,9,49.5,11,478.5,9,48.0,11,480.0,9,42.0,11,438.0,9,48.0,11,480.0,9,24.0,11,504.0,9,186.0,11,390.0,11,528.0,9,27.0,11,453.0,9,72.0,11,408.0,9,27.0,11,549.0,11,528.0,9,84.0,11,492.0,9,153.0,11,327.0,11,480.0,9,120.0,11,408.0,9,96.0,11,480.0,9,122.57142857142857,11,405.42857142857144,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
