day,sl
"14,82,5,260,14,57,5,278,9,8,14,136,5,190,9,8,15,8,14,86,5,256,14,43,5,299,14,35,5,307,14,29,5,313,14,3,5,339,14,26,5,316,14,33,5,301,9,9,14,29,5,313,14,31,5,310,14,35,5,307,14,39,5,303,14,35,5,307,14,31,5,310,14,31,5,310,14,29,5,313,9,15,5,5100",2
"14,27,3,4746,15,3,3,323,9,18,3,2384,9,2,15,2,3,1344,9,21,3,1050,9,-27,3,1364",2
"0,9534,9,13,0,1705",1
"14,320,5,22,14,155,5,186,14,92,5,250,14,35,5,307,14,372,5,6106,9,341,16,2728",2
"14,86,8,256,14,310,8,31,14,76,8,266,14,8,8,334,14,61,8,281,14,62,8,279,14,117,8,225,14,205,8,137,14,66,8,276,14,50,8,292,14,100,8,242,14,35,8,307,14,61,8,281,14,34,8,308,14,31,8,311,14,34,8,308,14,31,8,310,14,35,8,307,14,31,8,310,14,29,8,313,14,12,8,330,14,11,8,1002,9,11,8,3069",3
"14,103,0,239,14,57,0,285,14,76,0,263,15,3,14,93,0,248,14,184,0,158,14,93,0,247,15,2,14,35,0,307,14,35,0,305,9,2,14,35,0,303,15,5,14,217,0,124,14,31,0,310,14,69,0,273,14,93,0,241,9,8,14,66,0,276,14,64,0,278,14,35,0,307,14,16,0,326,14,11,0,331,14,5,0,337,14,77,0,265,14,29,0,313,14,8,0,334,9,4,0,3747",2
"14,86,11,256,14,65,11,277,14,29,11,306,9,8,14,77,11,264,14,47,11,278,9,18,14,15,11,1349,16,7842",4
"14,186,11,155,14,39,11,303,14,93,11,248,14,4,11,338,14,29,11,313,14,282,11,60,14,74,11,268,14,54,11,286,9,3,14,74,11,268,14,190,11,152,14,113,11,229,14,35,11,307,14,57,11,285,14,2234,11,154,14,86,11,246,9,11,14,30,11,307,9,6,14,32,11,648,9,2,11,318,15,24,11,324,9,18,11,341,9,341,16,1705",0
"14,16,8,326,14,57,8,285,14,66,8,260,9,16,14,109,8,233,14,18,9,9,8,316,14,117,8,225,14,140,8,202,14,27,13,2,9,84,8,230,14,33,13,29,9,29,8,252,14,29,8,313,14,61,8,240,9,40,14,35,8,282,9,26,14,74,9,175,8,93,14,35,8,307,14,61,13,23,8,258,14,35,8,307,14,57,9,210,8,75,14,1718,13,9,8,301,15,20,14,26,8,316,14,16,8,326,9,171,8,171,9,25,8,310,9,7,8,2046",3
"9,23,7,304,15,3,9,13,7,681,9,1,7,1008,9,16,7,672,9,11,7,671,9,12,7,675,9,8,7,305,9,37,7,337,15,5,7,334,15,8,7,334,15,8,7,679,9,4,7,339,9,3,7,671,9,12,7,339,9,3,7,319,9,23,7,313,15,5,9,25,7,1018,9,2,8,4,7,295,9,5,8,43,7,309,9,11,15,15,9,7,7,337,15,5,7,332,9,7,13,3,7,264,5,2,9,67,13,2,15,4,4,4,7,261,9,57,15,14,9,12",1
"14,18,7,226,8,99,14,33,7,258,8,47,15,4,14,103,7,189,8,50,14,35,7,280,8,28,14,62,7,250,8,30,14,81,7,199,8,62,14,56,7,247,8,40,14,81,7,201,8,58,15,3,14,152,7,178,8,13,14,90,7,247,9,5,14,15,7,325,9,2,14,224,7,114,5,4,14,78,7,249,8,15,14,134,7,174,5,23,9,10,15,2,14,11,7,265,8,66,14,67,7,275,14,167,7,102,8,73,14,99,7,182,8,62,14,91,7,191,8,61,14,52,7,252,5,38,14,35,7,304,8,4,14,49,7,293,14,38,7,266,5,39,14,75,7,247,5,16,9,5,14,50,7,288,15,5,14,42,7,183,5,67,9,51,14,16,7,288,8,38,14,8,7,285,8,49,14,43,7,271,8,25,15,4,14,6,7,262,8,74,9,0,14,31,7,284,9,8,8,19,14,24,7,279,8,39,14,52,7,290",3
"14,60,8,282,14,66,8,276,14,121,8,221,14,67,8,275,14,62,8,279,14,14,8,328,14,74,8,268,14,12,8,330,14,32,8,309,14,186,8,155,14,86,8,256,14,89,9,8,8,246,14,29,8,311,15,2,14,62,5,279,14,109,5,233,14,139,5,203,14,28,8,314,14,214,8,128,14,29,8,313,14,47,8,295,14,152,5,190,14,35,8,303,15,5,14,47,8,295,14,35,5,69,8,239,14,31,5,299,9,12,14,34,5,308,14,35,8,307,14,13,5,305,9,3,8,22,14,30,5,312,14,35,5,307,14,43,5,137,9,9,8,835",3
"14,52,11,286,9,5,14,68,11,189,9,86,14,70,11,260,9,12,14,20,11,322,9,0,14,144,11,198,9,0,14,57,11,285,9,0,14,113,11,229,14,54,11,251,9,38,14,92,11,235,9,15,14,128,11,186,9,28,14,43,11,276,9,16,15,8,14,18,11,306,9,18,14,444,11,221,9,10,15,8,14,419,11,262,9,2,14,35,11,243,9,64,14,35,11,237,9,47,15,18,9,7,14,62,11,233,9,0,15,43,9,4,14,64,11,278,14,69,11,256,9,18,14,47,11,278,9,2,15,16,14,199,11,143,14,384,11,299,14,86,11,248,9,8,14,22,11,273,9,13,15,18,9,18,11,334,9,0,15,8,11,334,9,8,11,307,9,31,15,4,11,269,9,63,15,8,9,4,11,338,15,4,11,250,9,18,15,24,9,51",0
"14,84,8,258,14,35,8,307,14,31,8,310,14,35,8,307,14,62,8,279,14,76,8,266,14,11,8,331,14,171,8,171,14,93,8,248,14,64,8,278,14,171,8,171,14,51,8,291,14,93,8,248,14,143,8,199,14,29,8,313,14,62,8,279,14,31,8,310,14,31,8,310,14,39,8,303,14,31,8,310,14,39,8,303,14,31,8,310,14,71,8,271,14,6,8,324,9,12,14,80,8,262,9,34,8,618,15,31,8,2046",3
"13,341,12,338,9,4,12,341,9,0,12,9501,9,47,12,324,9,18,12,341",2
"14,171,10,171,14,171,10,171,14,134,10,208,14,43,10,299,14,171,10,171,14,103,10,239,14,57,10,285,14,38,8,3,10,301,14,62,10,279,14,31,9,6,10,305,14,35,8,8,10,299,14,66,10,276,14,59,10,283,14,35,10,307,14,49,10,293,14,31,9,10,10,301,14,29,10,313,14,8,10,334,14,9,8,22,10,312,14,31,10,310,14,4,10,338,14,8,10,334,14,35,10,307,9,4,10,338,8,20,10,3050",2
"14,27,11,301,9,15,11,674,9,2,15,6,11,332,15,10,11,319,9,13,15,10,11,331,15,11,11,666,9,17,11,306,9,36,11,190,15,13,9,140,11,663,15,19,11,682,9,0,11,3398,9,12,11,312,9,30,11,334,9,8,11,987,9,37,11,999,15,17,9,9,11,341",2
"14,88,1,237,9,18,14,111,1,226,9,5,14,97,1,245,14,47,1,295,14,192,1,150,14,39,1,303,14,32,1,309,14,53,1,289,14,62,1,264,9,16,14,31,1,303,9,8,14,39,1,303,14,70,1,266,9,2,15,4,14,31,1,310,14,34,1,291,9,17,14,35,1,293,9,14,14,38,1,304,14,4,1,337,14,8,1,327,9,8,14,4,1,677,9,2,1,330,9,12,1,997,9,27,1,308,9,34,1,986,9,38,1,657,9,26,1,281,9,61,1,682",2
"14,24,5,318,14,2,5,340,14,71,5,222,13,15,15,35,14,196,5,140,15,2,9,4,14,14,5,328,14,78,5,264,14,94,5,247,14,6,9,32,5,296,9,8,14,108,5,234,14,36,5,306,14,38,5,292,13,12,14,66,5,272,13,4,14,53,5,281,13,4,9,4,14,42,5,300,14,31,5,310,14,35,5,307,14,39,5,303,14,116,5,226,14,28,5,314,14,13,5,329,14,14,5,328,14,4,5,338,14,6,5,326,13,10,14,9,5,329,13,4,14,12,5,320,13,10,14,8,5,309,13,25,14,3,5,328,9,9,13,2,14,16,5,325,14,8,5,333,14,5,5,335,13,2,5,253,13,83,9,6,5,312,9,2,13,27,9,2,5,297,13,31,9,14",0
"14,256,5,86,14,4,5,338,14,62,5,279,14,124,5,217,14,137,5,205,14,31,5,310,14,62,5,279,14,66,5,276,14,86,5,256,14,167,5,175,14,93,5,248,14,69,5,273,14,35,5,307,14,62,5,279,14,99,5,243,14,119,5,222,14,69,5,273,14,38,5,304,14,62,5,279,14,52,5,290,14,52,5,290,14,47,5,295,14,80,5,262,14,31,5,310,14,31,5,310,14,57,5,285,14,6,5,2382",2
"14,59,5,283,14,64,5,278,14,66,5,276,14,24,5,318,14,30,5,312,14,66,5,276,14,81,5,261,14,70,5,272,14,124,5,218,14,72,5,270,14,78,5,264,14,47,5,295,14,25,5,317,14,128,5,214,14,26,5,316,14,64,5,278,14,97,5,241,9,4,14,109,5,233,14,38,5,304,14,11,5,331,14,69,5,273,14,60,5,282,14,167,5,175,14,82,5,260,14,38,5,304,14,43,5,299,14,137,5,205,14,5,5,337,14,28,5,314,14,9,5,333,14,11,5,1013",3
"14,69,1,273,14,35,1,307,14,31,1,310,14,124,1,217,14,31,1,310,14,206,1,136,14,31,1,310,14,93,1,248,14,62,1,279,14,54,1,285,9,4,14,136,1,206,14,62,1,279,9,0,14,103,1,239,14,148,1,194,14,167,1,175,14,93,1,248,14,57,1,285,14,29,1,313,14,76,1,266,14,35,1,307,14,93,1,248,14,35,1,307,9,0,14,35,1,307,14,370,1,313,14,35,1,307,14,31,1,2697",1
"14,171,3,171,14,137,3,205,14,47,3,295,14,97,3,245,14,273,3,69,9,0,14,86,3,254,9,2,14,128,3,214,9,0,14,35,3,290,9,18,14,9,3,333,9,0,14,101,3,241,14,217,3,124,14,29,3,313,9,0,14,38,3,304,14,43,3,291,9,8,14,31,3,310,14,35,3,307,14,43,3,299,9,0,14,24,3,318,9,0,14,12,3,330,9,0,14,78,3,264,14,8,3,334,14,29,3,313,14,39,3,303,14,31,3,992,9,0,3,1022,15,2,16,1023",3
"14,252,5,90,14,51,5,291,14,57,5,285,14,171,5,171,14,43,5,299,14,103,5,239,14,101,5,241,14,121,4,221,14,36,5,306,14,43,9,8,4,292,14,43,5,299,14,38,5,304,14,62,5,279,14,68,5,274,14,62,4,279,14,39,5,303,14,59,4,283,14,47,4,295,14,43,5,299,14,35,9,4,4,303,14,86,4,256,14,6,5,336,14,8,5,334,14,4,5,338,14,16,5,326,14,31,5,310,14,29,5,313,14,5,4,329,9,9,14,13,5,171,15,158,14,31,5,310,14,57,5,626,4,341",3
"14,446,5,237,14,64,5,278,14,55,5,287,14,107,5,235,14,35,5,307,14,403,5,279,14,31,5,310,14,31,5,310,14,35,5,307,14,1326,5,39,14,26,5,1680,16,4092",2
"14,17,10,296,9,40,10,263,9,85,10,326,9,8,13,8,10,327,13,7,10,335,13,5,10,286,9,52,13,6,10,336,13,6,10,336,13,12,10,311,9,19,10,336,9,6,10,2722,9,6,10,1621,9,84,10,191,9,151,10,613,9,70,10,2384,9,3",2
"14,113,11,229,14,52,11,290,14,94,11,248,14,29,11,313,14,138,11,204,14,214,11,128,14,35,11,307,14,70,11,256,9,16,14,31,11,310,14,31,11,310,14,16,11,326,14,17,11,325,14,52,11,970,9,2,11,336,9,6,11,1009,9,15,11,1702,9,3,11,1677,9,29,16,1023",3
"14,124,8,215,15,3,14,256,8,86,14,51,8,291,14,35,8,307,14,60,8,217,9,65,14,69,8,222,9,52,14,12,8,322,15,8,14,384,8,299,14,38,8,300,15,4,14,31,9,11,8,298,15,2,14,35,8,307,14,16,8,326,14,8,8,334,14,4,8,338,9,2,8,677,9,4,8,1023,16,4092",3
"5,201,9,141,16,10911",2
"14,38,7,984,15,1,7,1009,9,11,15,4,7,330,9,11,15,2,7,336,9,6,7,673,9,10,7,1015,15,9,7,341,12,680,15,3,12,2046,9,682,15,682,16,2387",3
"9,7,8,333,15,3,9,69,8,108,9,0,15,26,9,238,15,51,9,260,15,45,9,230,8,673,15,10,8,293,15,49,16,8524",4
"14,171,12,171,14,103,12,239,14,38,6,304,9,0,14,62,6,279,9,0,14,69,6,273,9,0,14,31,12,310,14,31,12,310,14,62,6,279,14,35,6,307,14,47,6,295,14,31,6,310,14,25,9,128,6,189,14,31,12,186,6,124,9,0,6,310,9,31,6,512,15,171,16,5456",0
"11,6137,16,5115",3
"14,39,5,303,14,78,5,264,14,155,5,186,14,393,5,290,14,8,5,246,15,89,14,222,5,120,14,47,5,295,14,54,5,288,14,38,5,304,14,124,5,217,14,31,5,311,14,31,5,310,14,31,5,311,14,56,5,256,15,30,14,27,5,315,14,31,5,311,15,0,14,57,5,285,14,19,5,323,14,24,5,318,14,31,5,310,14,31,5,310,14,11,5,331,14,13,5,329,14,4,5,3065",3
"14,133,5,209,14,4,5,314,15,24,14,47,5,225,15,24,9,47,14,171,5,152,9,7,15,13,14,124,13,4,5,128,9,4,13,4,15,4,9,74,14,97,5,66,9,179,14,47,5,291,9,4,14,295,5,47,14,43,5,292,15,8,14,37,5,192,9,7,15,37,9,70,14,59,5,227,9,35,15,20,9,2,14,31,5,309,9,2,14,39,5,303,14,30,5,312,14,39,5,290,9,13,14,26,5,316,14,26,5,316,14,27,5,315,14,6,5,229,9,2,15,61,9,49,5,940,9,28,15,49,9,4,5,285,9,29,15,29,5,261,9,26,15,35,9,22,5,679,15,4,5,330,9,12,5,324,9,18,5,670,9,13,5,621,15,61,5,245,15,97",3
"14,56,11,37,7,78,5,32,12,3,8,4,10,6,9,129,14,16,11,54,1,28,7,76,5,21,9,150,14,100,11,5,1,25,7,46,3,3,5,39,10,13,4,3,9,112,14,8,11,12,7,90,5,26,8,4,10,2,9,202,14,155,7,99,5,7,12,8,10,1,9,72,14,336,9,6,14,103,7,40,5,56,12,7,8,5,10,2,9,133,14,84,1,8,7,60,12,19,8,7,10,10,9,157,14,62,1,2,7,88,5,3,12,10,8,3,10,11,9,165,14,149,7,143,5,12,12,8,9,31,14,117,7,44,12,9,8,10,10,10,9,154,14,214,7,57,5,32,12,8,9,32,14,52,11,30,7,75,5,20,12,5,8,18,10,1,9,141,14,73,11,11,1,8,7,57,5,51,9,144,14,93,11,47,1,7,7,47,5,69,8,3,4,2,9,76,14,39,11,8,7,87,5,65,12,1,9,6,8,7,10,6,4,1,9,124,14,31,11,7,7,83,5,31,8,31,4,7,9,154,14,48,7,125,5,3,12,10,9,156,14,35,7,183,5,5,8,4,9,118,14,43,7,108,5,65,12,7,9,120,14,29,9,16,7,86,5,7,12,25,10,4,9,177,14,22,9,14,7,31,5,5,12,33,9,92,8,2,10,9,9,138,14,28,11,4,7,45,5,3,12,7,8,8,10,39,9,211,14,17,11,7,7,130,5,18,12,9,10,23,9,140,14,24,7,151,12,7,4,9,9,153,14,12,11,31,7,67,5,8,12,33,8,8,10,31,9,154,11,36,7,74,5,39,8,15,10,7,9,172,11,87,1,12,7,35,5,88,9,120,11,8,1,12,7,56,5,42,10,1,9,224,11,41,1,21,7,102,5,19,8,40,10,6,9,115,11,67,1,5,7,75,5,85,9,112,11,62,7,65,5,24,12,23,10,2,9,169,11,23,7,85,5,24,12,30,10,47,9,136",1
"14,150,10,192,14,62,9,8,10,272,14,38,10,304,14,62,10,279,14,31,10,310,14,27,10,315,14,35,10,307,14,30,10,311,14,62,10,272,15,8,14,0,10,341,14,63,10,279,14,2,10,340,13,26,10,316,9,7,10,335,9,8,10,330,9,6,10,340,9,15,10,315,15,13,9,0,10,330,15,8,9,4,10,1692,9,14,10,226,9,116,10,264,9,78,10,339,9,3,10,1017,9,7,10,323,9,19,10,301,9,41,10,318,15,24,10,329,15,13",2
"14,79,7,263,14,74,7,268,14,35,7,307,14,29,7,313,14,84,7,258,14,38,7,304,14,35,7,307,14,31,7,307,9,4,14,31,7,985,15,8,7,682,16,6478",3
"14,90,11,248,9,5,14,52,11,234,9,18,15,21,9,19,14,131,11,197,9,14,14,76,11,266,14,206,11,136,14,93,11,235,9,0,15,15,14,62,11,263,9,18,14,431,11,252,14,51,11,291,14,33,11,299,15,4,9,6,14,31,11,311,14,105,11,226,9,11,14,43,11,255,9,7,15,38,14,107,11,235,14,54,11,280,9,9,14,8,11,314,9,20,14,28,11,270,9,45,14,48,11,268,15,26,14,24,11,292,15,23,9,4,14,3,11,277,15,41,9,22,14,34,11,300,9,9,14,23,11,319,14,13,11,609,9,13,15,12,9,38,11,287,9,24,15,13,9,19,11,327,9,15,11,281,15,13,9,48,11,166,15,3,9,173,11,307,15,24,9,12,11,338,9,4,11,659,9,24",3
"14,69,1,273,14,39,1,295,9,8,14,95,1,247,14,56,1,286,14,163,1,179,14,175,1,167,14,59,1,277,9,7,14,154,1,188,14,29,1,313,14,64,1,278,14,38,1,304,14,31,1,310,14,4,1,677,9,2,1,2386,9,2,1,512,9,128,15,43,1,341,15,341,9,341,16,2046",2
"14,120,5,222,14,50,5,292,14,35,5,307,14,186,5,155,14,18,5,324,14,48,5,294,14,70,5,272,14,15,5,320,9,8,14,39,5,303,14,101,5,241,14,5,5,324,9,13,14,43,5,299,14,125,5,217,14,47,5,287,9,8,14,24,5,314,9,4,14,8,5,334,14,60,5,282,14,62,5,279,14,43,5,299,14,31,5,310,14,31,5,310,14,31,5,307,9,4,14,72,5,270,14,5,5,337,14,9,5,333,14,29,5,650,9,4,5,2042,9,5",2
"14,69,0,273,14,29,0,313,14,57,0,282,15,3,14,86,0,256,14,69,0,273,14,62,0,278,15,2,14,43,0,299,14,31,0,310,14,35,0,307,14,155,0,186,14,62,0,279,14,35,0,307,14,93,0,248,14,74,0,268,14,29,0,313,14,31,0,310,14,31,0,310,14,171,0,171,14,31,0,310,14,31,0,310,14,13,0,329,14,40,0,302,14,55,0,287,14,29,0,313,14,31,0,3038",2
"14,78,1,264,14,18,1,320,9,5,14,62,1,279,14,62,1,279,14,31,1,295,9,16,14,57,1,285,14,27,1,995,9,2,1,1014,9,9,1,6818,15,2,1,341",2
"5,679,9,4,5,679,9,4,5,338,9,4,5,2383,15,5,5,5104,9,11,5,2046",2
"14,169,0,173,14,29,0,313,14,38,0,301,15,3,14,62,0,279,14,60,0,282,14,46,0,294,15,2,14,31,0,310,14,35,0,305,15,3,14,22,0,320,14,6,0,336,14,16,0,326,14,16,0,325,14,4,0,338,9,4,0,6815",0
"14,39,0,303,14,29,0,313,14,38,0,304,14,78,0,264,14,179,0,162,14,97,0,243,15,2,14,35,0,307,14,31,0,310,14,47,0,290,15,5,14,217,0,124,14,43,0,299,14,35,0,307,14,93,0,241,9,8,14,39,0,303,14,50,0,292,14,5,0,337,14,31,0,310,14,26,0,316,14,66,0,276,14,8,0,334,14,15,0,327,14,11,0,331,14,39,0,303,14,69,0,273,14,16,0,326,14,11,0,2717",2
"14,35,0,303,9,5,14,57,0,285,14,159,0,183,14,62,0,279,14,35,0,307,14,62,0,279,14,31,0,310,14,68,0,272,9,2,14,35,0,304,15,4,14,276,0,66,14,105,0,237,14,35,0,307,14,76,0,264,9,2,14,47,0,295,14,373,0,309,14,8,0,334,14,12,0,330,14,197,0,145,14,167,0,175,14,98,0,240,9,4,14,75,0,267,14,8,0,327,9,8,14,59,0,279,15,4,0,2379,9,9,0,1023",0
"9,3751,16,7160",2
"14,78,8,264,14,47,8,295,14,69,8,273,14,31,8,310,14,24,8,318,14,81,8,260,14,40,8,302,14,186,8,155,14,39,8,303,14,171,8,171,14,228,8,114,14,93,8,248,14,35,8,307,14,89,8,253,14,57,8,285,14,62,8,279,14,31,8,310,14,31,8,310,14,124,8,217,14,35,8,307,14,39,8,303,14,47,8,295,14,29,8,313,14,43,9,45,8,250,15,4,14,57,8,285,14,8,9,4,8,330,14,22,8,320,14,29,8,313,9,5,8,1701",2
"14,35,11,307,9,0,14,56,11,286,14,167,11,175,14,16,11,303,9,24,14,10,11,206,9,126,14,48,11,152,9,143,14,93,11,138,9,111,14,69,11,133,9,141,14,92,11,192,15,20,9,39,14,50,11,285,9,8,14,93,11,142,9,107,14,31,11,250,15,22,9,39,14,52,11,282,9,9,14,45,11,167,9,130,14,114,11,84,9,144,11,227,9,115,11,179,9,163,11,222,9,120,16,4774",0
"14,31,9,4,3,307,14,256,3,86,14,138,3,204,14,47,3,295,14,20,3,322,14,31,3,310,14,57,3,285,14,124,3,217,14,62,3,278,9,2,14,63,1,222,3,57,9,1,14,124,1,163,3,55,14,56,1,192,3,94,14,123,1,214,9,6,14,64,3,278,14,99,1,241,9,2,14,31,3,310,14,4,1,196,3,114,15,29,14,43,3,297,8,3,14,38,3,304,14,81,1,69,3,192,14,43,3,299,14,31,1,219,3,90,9,2,14,52,1,286,15,5,14,62,1,279,14,35,3,290,9,18,14,28,1,231,3,84,14,28,1,227,3,80,15,8,14,8,3,334,14,62,3,279,14,31,3,310,1,137,3,205,9,2,3,336,9,5,3,341",2
"14,103,3,239,14,188,3,154,14,117,3,225,14,150,3,192,9,0,14,43,3,299,9,0,14,194,3,140,9,8,14,43,3,284,9,15,14,86,3,256,9,0,14,217,3,124,14,40,3,302,14,47,3,295,14,29,3,313,9,0,14,57,3,285,14,62,3,279,14,31,3,310,14,35,3,307,14,35,3,307,9,0,14,62,3,279,14,12,3,330,9,0,14,16,3,326,9,0,14,16,3,264,9,62,14,20,3,322,14,12,3,330,14,11,3,331,14,18,3,322,9,2,14,5,3,337,9,0,14,15,3,327,14,15,3,668,16,1023",3
"7,328,15,14,7,337,9,5,7,597,9,86,7,682,9,147,6,195,2,1364,9,1705,16,5456",2
"7,607,9,76,7,657,9,25,7,261,9,81,7,63,6,63,9,216,6,341,9,1364,16,7160",4
"14,40,0,302,14,43,0,299,14,38,0,304,14,62,0,279,14,52,0,290,14,33,0,307,15,2,14,31,0,310,14,31,0,310,14,35,0,307,14,217,0,124,14,75,0,267,14,88,0,254,14,93,0,248,14,31,0,310,14,43,0,299,14,90,0,252,14,2,0,340,14,163,0,179,14,12,0,330,14,22,0,320,14,5,0,337,14,3,0,4085,15,5",0
"14,56,0,286,14,114,0,228,14,38,0,301,15,3,14,62,0,279,14,171,0,171,14,62,0,278,15,2,14,31,0,310,14,54,0,288,14,35,0,303,15,5,14,124,0,217,14,70,0,272,14,50,0,292,14,62,0,279,14,31,0,302,9,9,14,29,0,313,14,59,0,283,14,137,0,205,14,62,0,279,14,1,0,340,14,69,0,273,14,20,0,322,14,86,0,256,14,7,0,335,14,57,0,622,9,4,0,2724,15,5",0
"14,35,0,307,14,29,0,313,14,50,0,289,15,3,14,93,0,248,14,220,0,122,14,76,0,260,9,2,15,4,14,31,0,310,14,62,0,279,14,88,0,250,15,5,14,225,0,117,14,31,0,310,14,103,0,239,14,62,0,279,14,31,0,310,14,29,0,313,14,7,0,335,14,30,0,312,14,35,0,307,14,132,0,210,14,2,0,340,14,43,0,299,14,57,0,285,14,18,0,322,9,2,14,25,0,315,9,2,14,171,0,171,14,15,0,327,14,8,0,334,14,41,0,301,14,34,0,303,9,5,14,14,0,323,15,5,0,1023",0
"5,2723,9,6,5,6807,9,13,5,1705",2
"14,74,0,268,14,167,0,175,14,56,0,282,15,5,14,66,0,276,14,41,0,301,16,9206",4
"14,110,0,232,14,32,0,310,14,38,0,301,15,3,14,68,0,274,14,337,0,5,14,90,0,250,15,2,14,31,0,310,14,31,0,310,14,70,0,270,15,3,14,272,0,70,14,33,0,309,14,51,0,291,14,155,0,186,14,31,0,310,14,81,0,261,14,50,0,292,14,5,0,337,14,18,0,324,14,25,0,317,14,8,0,334,14,18,0,324,14,78,0,264,14,8,0,334,14,4,0,338,14,29,0,313,14,34,0,304,15,5,0,2387",0
"1,254,5,88,1,258,7,4,5,76,9,4,1,256,5,86,1,235,5,98,9,9,1,178,7,57,5,79,9,29,1,211,7,38,5,89,9,5,1,232,7,5,5,105,1,242,5,100,1,281,5,61,1,291,5,51,1,283,5,59,1,279,5,62,1,202,5,140,1,64,5,151,9,127,1,105,5,136,9,101,1,202,5,132,9,8,1,250,5,92,1,282,5,60,1,297,5,45,1,293,5,49,1,326,5,16,1,164,5,178,1,176,5,166,1,144,5,197,9,2,1,283,5,59,1,253,13,22,5,43,9,25,1,223,13,75,7,15,5,30,1,138,13,113,7,50,5,42,1,87,13,48,7,30,5,177,1,256,5,86,1,167,13,52,7,43,5,81,1,149,13,30,7,33,5,131,1,156,13,34,7,56,5,97",1
"5,91,8,251,5,141,8,191,15,8,9,2,5,141,8,188,15,14,5,93,8,249,5,28,8,314,5,12,8,293,9,37,12,18,8,324,12,47,8,295,12,9,8,332,12,13,8,329,12,25,8,317,12,29,8,313,12,3,8,339,12,5,8,337,12,11,9,3,8,329,9,9,8,626,9,48,8,291,9,51,8,299,9,43,8,275,9,67,8,324,9,18,8,299,9,43,8,3749,9,3",1
"14,8,7,334,14,11,7,331,14,31,7,310,14,20,7,322,14,36,7,297,5,9,14,39,7,231,5,73,14,13,7,329,14,15,7,327,14,8,7,334,14,30,7,312,14,34,7,308,14,11,7,331,14,17,7,325,14,8,7,334,14,9,7,1667,5,26,9,5,7,1364,9,0,7,2724,9,5,7,337,9,5,7,341",1
"14,56,0,286,14,111,0,231,14,70,0,272,14,31,0,310,14,18,0,324,14,16,0,326,14,62,0,280,14,93,0,248,14,231,0,111,14,152,0,186,9,4,14,29,0,297,9,16,14,248,0,93,14,34,0,308,14,78,0,264,14,8,0,334,14,43,0,636,15,4,16,5115",3
"14,124,2,217,14,31,2,310,14,190,2,152,14,137,2,205,14,62,9,8,2,272,14,217,2,124,14,217,2,124,14,93,2,248,14,217,9,16,2,109,14,86,2,256,14,35,2,307,14,29,2,313,14,62,2,279,14,31,2,310,14,35,2,307,14,62,2,279,14,69,2,273,14,143,2,199,14,34,2,308,14,31,2,310,14,31,2,310,14,35,2,307,9,2,2,3749",2
"14,69,12,273,14,78,12,264,14,32,12,306,15,4,14,4,12,338,14,15,12,327,14,88,12,250,9,4,14,31,12,309,9,2,14,66,12,272,9,4,14,162,12,179,14,31,12,310,14,86,12,256,14,29,12,313,14,183,12,159,14,69,12,273,14,64,12,260,9,0,15,18,14,31,12,155,9,0,15,155,14,47,12,295,14,69,12,265,9,9,14,35,12,295,15,13,14,38,12,296,9,8,14,101,12,241,14,31,12,303,9,8,14,62,15,10,9,22,12,248,14,65,12,266,15,12,14,97,12,198,9,47,14,43,12,287,15,12,14,29,12,313,14,16,12,314,15,12,14,9,12,324,9,7,15,3,14,35,12,297,15,11,9,14,12,328,9,14,12,315,9,14,12,341",2
"14,74,5,268,14,133,5,209,14,105,5,206,9,31,14,167,5,175,14,78,5,264,14,111,5,231,14,228,5,114,14,35,5,307,14,57,5,285,14,38,5,304,14,62,5,279,14,31,5,248,9,62,14,31,5,310,14,35,5,239,9,69,14,31,5,310,14,43,5,299,14,31,5,311,14,54,13,18,5,270,14,4,5,338,14,26,5,316,14,59,5,283,14,8,5,334,14,12,5,2670,9,47,5,1023",0
"14,190,8,152,14,38,8,266,15,38,14,62,8,279,14,86,8,256,14,31,8,310,14,35,8,307,9,0,14,12,8,330,14,31,8,310,14,16,8,295,15,31,14,15,8,1003,9,6,8,1364,16,5456",3
"14,120,0,222,14,28,0,304,15,10,14,75,0,264,15,4,14,8,0,334,14,73,0,269,14,192,0,150,14,34,0,305,15,3,14,31,0,310,14,79,0,263,14,34,0,307,14,94,0,220,9,28,14,42,0,300,14,25,0,317,14,81,0,261,14,74,0,268,14,52,7,44,0,247,14,116,0,221,15,6,14,38,0,304,14,78,0,264,14,13,0,329,14,88,0,254,14,53,0,289,14,58,0,284,14,39,0,303,14,2,0,2379,9,8,0,682",3
"14,235,0,107,14,43,0,299,14,86,0,256,14,114,0,228,14,81,0,260,14,62,0,279,14,128,0,214,14,183,0,159,14,29,0,313,14,62,0,279,14,31,0,310,14,43,0,299,14,30,0,312,14,186,0,155,14,93,0,248,14,62,0,279,14,43,0,299,14,18,0,324,14,16,0,326,14,35,0,307,14,39,0,303,14,8,0,334,14,40,0,642,9,2,0,3069",3
"14,39,11,303,14,36,11,278,9,29,14,101,11,241,14,141,11,201,14,30,11,312,14,109,11,227,9,6,14,80,11,262,14,18,11,322,9,2,14,84,11,386,15,214,16,7501",4
"14,50,0,292,14,47,0,295,14,72,0,270,14,93,0,248,14,226,0,116,14,58,0,284,14,86,0,256,14,60,0,278,15,5,14,31,0,310,14,12,0,330,14,35,0,307,14,45,0,297,14,10,0,332,14,20,0,322,14,20,0,320,15,2,14,25,0,317,14,151,0,1214,16,4092",3
