day,sl
"5,3069,16,7842",4
"14,171,5,171,14,47,5,295,9,0,14,43,5,276,9,24,14,188,5,154,14,93,5,241,9,8,14,186,5,155,14,30,5,299,9,13,14,93,5,248,14,143,5,199,14,25,5,317,14,171,5,171,14,36,5,306,14,38,5,304,14,62,5,248,9,31,14,47,5,295,14,62,5,279,14,31,5,310,14,69,5,273,14,31,5,310,14,29,5,313,14,22,5,312,9,9,14,16,5,314,9,12,14,8,5,328,9,6,14,31,5,310,14,29,5,313,14,31,5,310,14,35,5,307,14,43,5,981,9,0,5,341,9,0,5,335,9,7,5,341",2
"14,41,6,254,9,47,14,12,6,138,9,192,14,22,9,4,6,157,9,159,14,69,6,140,9,133,14,47,6,130,9,165,14,43,6,143,9,157,14,82,6,128,9,132,14,145,6,90,9,107,14,47,9,6,6,130,9,159,14,117,6,113,9,113,14,43,6,152,9,148,14,18,9,2,6,215,9,107,14,86,6,77,13,5,9,175,6,285,9,57,16,6137",4
"1,209,2,133,1,141,9,5,2,197,1,37,2,220,4,86,1,99,2,209,4,35,1,43,2,285,9,22,2,228,4,107,2,558,4,124,2,228,4,114,2,324,4,18,2,1349,4,16,2,930,4,94,2,86,4,256,2,331,4,11,2,1680,4,25,2,285,4,57,2,171,4,171,2,1629,4,76,2,622,4,61",2
"14,35,0,295,9,13,14,36,0,292,15,15,14,50,0,286,15,3,9,4,14,70,0,266,15,4,9,2,14,184,0,158,14,93,0,247,15,2,14,76,0,247,9,19,14,58,0,268,9,17,14,73,0,226,15,9,9,35,14,243,0,99,14,31,0,310,14,35,0,299,9,9,14,62,0,241,9,39,14,47,0,295,14,29,0,295,9,18,14,30,0,312,14,2,0,336,9,4,14,4,0,336,9,2,14,62,0,280,14,24,0,279,15,39,14,18,15,2,0,310,15,8,9,5,14,8,0,328,9,6,14,26,0,290,15,18,9,9,14,27,0,315,14,157,0,852,15,4,9,11,0,332,9,10,0,1016,9,8,0,337,9,5,0,341",3
"9,17,6,202,9,136,6,330,9,18,6,999,15,7,6,341,9,0,6,317,15,25,6,318,9,24,6,1023,9,0,6,7160",3
"14,90,10,252,14,214,10,128,14,38,9,0,10,304,14,31,10,310,14,37,10,297,15,8,14,35,10,307,14,9,10,333,14,8,10,334,14,12,10,330,14,6,9,8,10,328,9,2,10,340,9,0,10,1364,16,5796",2
"8,11252",1
"14,155,15,186,14,62,0,262,9,18,14,93,7,55,15,194,14,31,0,310,14,124,0,217,14,34,9,11,7,68,15,230,14,9,9,13,7,86,15,235,0,273,9,69,0,334,9,8,0,239,15,103,16,7842",1
"1,40,8,12,2,74,9,216,1,35,3,88,8,147,2,74,9,256,3,75,8,11,9,1364,3,60,8,171,2,111,3,17,8,98,2,212,15,17,5,19,9,19,2,133,9,171,5,728,9,228,8,69,5,90,2,252,5,1203,9,133,2,29,15,0,5,312,2,30,5,334,2,8,9,31,8,368,2,236,9,49,8,18,9,324,8,2387,9,682,16,341",2
"14,103,10,239,14,5,10,337,14,167,10,175,14,508,10,175,14,59,9,4,10,279,14,160,10,182,14,109,9,8,10,225,14,93,10,248,14,29,10,313,14,38,10,304,14,384,10,291,15,8,14,171,10,171,14,34,9,13,8,38,10,217,15,41,14,1411,10,295,14,30,10,312,14,6,8,37,10,299,14,30,10,312,14,4,10,338,9,2,10,325,15,15,9,11,10,331,8,11,10,331,9,0,10,2046",2
"14,55,11,287,14,89,11,253,14,45,11,297,14,50,11,292,14,52,11,290,14,121,11,206,9,16,14,76,11,266,14,114,11,228,14,64,11,278,14,99,11,234,9,10,14,82,11,252,9,8,14,68,11,250,9,24,14,24,11,301,9,16,14,76,11,266,14,12,11,330,14,31,11,992,16,4774",0
"14,35,1,307,14,43,1,299,14,76,1,266,14,93,1,248,14,103,1,239,14,62,1,279,14,31,1,287,9,24,14,31,1,310,14,35,1,307,14,62,1,279,14,93,1,248,14,86,1,256,14,31,1,310,14,62,1,268,9,12,14,29,1,313,14,264,1,78,14,31,1,310,14,35,1,307,14,93,1,248,14,18,1,651,9,8,15,8,1,992,9,31,1,3055,9,15",2
"9,27,10,315,9,43,10,299,9,23,10,319,9,0,10,6478,16,3410",2
"14,182,8,75,10,47,9,69,10,311,9,8,10,334,9,38,8,38,9,277,10,232,15,99,9,21,10,320,9,6,8,232,10,100,9,22,13,5,10,320,9,8,13,10,10,325,8,65,9,0,10,276,8,137,10,205,8,231,10,44,9,68,8,143,10,199,8,214,10,128,8,104,10,238,8,257,10,85,8,176,9,0,10,166,8,56,10,286,8,93,10,249,8,0,9,0,10,326,9,16,8,0,10,337,9,5,8,178,10,116,9,49,8,59,10,283,9,0,10,2042,9,4,10,937,15,87,10,341",2
"14,13,11,323,15,7,14,10,11,288,12,25,15,20,14,15,11,304,12,24,14,10,11,317,15,16,14,22,11,320,14,12,11,330,14,11,11,331,14,19,11,323,14,4,11,62,12,276,14,7,12,329,9,7,14,8,12,322,9,12,14,15,12,302,9,26,14,76,9,266,14,29,11,199,9,114,14,8,12,330,15,5,14,14,12,328,14,16,12,322,15,4,14,6,11,258,12,79,11,1023,12,320,9,22,12,650,15,32,9,341,16,2387",2
"14,205,5,124,9,13,14,205,5,137,14,62,5,274,9,6,14,26,5,316,14,64,5,278,14,53,5,283,15,6,14,18,5,324,14,29,5,313,14,38,5,304,14,62,5,279,14,31,5,287,6,24,14,59,5,283,14,35,5,307,14,31,5,310,14,31,13,23,5,288,14,31,5,311,14,143,5,199,14,35,5,307,14,29,5,652,9,2,5,2383,9,4,5,1364,9,0,5,327,9,15,5,329,15,13",2
"14,54,1,288,14,35,1,307,14,29,1,313,14,38,1,304,14,62,1,279,14,103,1,239,14,39,1,303,14,31,1,310,14,31,1,310,14,35,1,307,14,124,1,217,14,105,1,237,14,35,1,303,9,5,14,140,1,202,14,39,1,303,14,29,1,313,14,69,1,273,14,93,1,248,14,62,1,272,9,8,14,28,1,299,9,15,14,8,1,331,9,4,1,340,9,2,1,992,9,31,1,1019,9,4,1,678,9,5,1,331,9,11,1,679,9,4",2
"14,90,5,252,14,51,5,291,14,39,5,303,14,99,5,243,14,24,5,318,14,31,5,310,14,57,5,285,14,154,5,188,14,20,5,322,14,66,5,276,14,47,5,295,14,93,15,248,14,52,5,290,14,117,1,24,5,202,14,29,5,313,14,66,5,268,9,8,14,109,5,233,14,32,5,306,9,4,14,54,5,249,9,40,14,69,5,273,14,32,5,309,14,48,5,294,14,62,5,279,14,62,15,279,14,117,5,225,14,370,5,228,15,86,14,5,5,337,14,18,5,324,14,12,5,330,14,4,5,336,9,2,14,22,1,295,15,26,14,26,5,657",2
"14,121,7,221,14,93,7,248,14,124,7,217,14,444,7,239,14,29,7,313,14,35,7,307,14,57,7,285,14,93,7,248,14,120,7,222,14,62,7,279,14,39,7,293,9,10,14,31,7,310,14,43,7,239,9,60,14,93,7,248,14,31,7,310,14,47,7,291,9,4,14,48,7,286,9,8,14,9,7,669,9,6,7,679,9,4,7,338,15,4,7,3410",3
"5,341,9,62,13,124,9,155,13,57,9,285,13,53,9,289,13,214,9,1492,16,7842",2
"5,1697,9,8,5,7485,9,17,5,2046",2
"14,171,10,171,14,47,10,295,14,47,10,295,14,109,10,233,14,69,10,273,14,35,10,307,14,29,10,313,14,38,10,304,14,62,10,279,14,35,10,307,14,31,10,310,14,31,10,310,14,35,10,307,14,31,10,310,14,35,10,307,14,31,9,0,10,310,14,31,10,310,14,29,10,313,14,8,10,334,14,31,10,310,14,16,10,4417",1
"14,18,5,324,14,62,5,279,14,47,5,295,14,76,5,266,14,134,5,208,14,171,5,171,14,86,5,251,15,5,14,59,5,283,14,186,5,155,14,114,5,228,14,248,5,90,9,0,15,4,14,15,5,327,14,75,5,267,14,29,5,313,14,74,5,268,14,35,7,35,5,273,14,31,5,310,14,35,5,307,14,74,5,268,14,31,5,310,14,82,5,260,14,22,5,320,14,12,5,330,14,47,5,295,14,52,5,290,14,31,5,310,14,31,5,310,14,68,7,8,5,253,9,2,15,13,14,35,5,1671",3
"5,1355,9,10,5,1615,9,90,5,678,9,5,5,2374,9,13,5,2709,9,19,5,1015,9,9,5,1023,16,341",2
"14,209,5,133,14,128,5,214,14,35,5,202,8,105,14,310,5,31,14,78,5,256,9,8,14,40,5,302,14,29,5,313,14,458,7,124,9,28,15,72,9,2,14,31,5,310,14,35,5,307,14,47,5,289,9,6,14,370,7,293,9,20,14,228,5,43,12,29,15,43,14,1682,9,24,14,1097,7,268,14,55,5,287,14,24,5,318,14,35,5,305,9,3,14,39,5,303,14,11,5,331,1,13,5,561,12,47,8,55,15,8,5,1021,9,3",3
"9,4,2,338,9,6,2,336,5,22,9,25,2,295,9,11,2,331,9,3,2,335,15,5,2,1023,9,0,2,1229,9,136,2,3350,9,60,2,334,9,8,2,3410",2
"14,86,5,13,2,167,4,77,14,43,2,141,4,158,14,47,2,167,4,128,14,62,5,59,4,179,9,43,14,431,9,6,2,59,4,188,14,190,2,37,4,115,14,43,2,186,4,113,14,5,13,3,2,39,4,297,14,78,13,8,5,2,2,152,4,103,14,123,13,4,5,6,2,128,4,70,9,12,14,50,2,189,9,36,4,68,14,31,5,16,2,51,13,16,4,229,14,62,13,8,2,90,4,161,9,22,14,69,2,43,4,231,14,45,2,248,4,50,14,32,13,20,2,103,4,187,14,1309,2,13,4,43,14,30,2,183,9,78,4,53,14,20,5,74,2,161,4,88,14,8,5,31,4,303,14,8,13,4,2,28,4,303,14,57,5,6,9,2,2,84,13,8,15,4,4,176,9,8,14,13,5,9,2,101,13,9,4,211,14,18,2,228,4,96,14,33,2,229,4,80,14,38,13,4,9,4,2,175,4,123,5,5,2,286,4,52,2,145,4,197,2,244,4,98",0
"14,26,13,316,14,32,13,61,5,82,15,111,9,57,14,61,5,148,15,55,9,80,14,20,5,177,15,12,4,31,9,103,14,14,5,123,4,171,9,35,14,90,5,67,4,185,14,16,7,28,5,221,4,78,14,43,5,145,4,154,14,66,7,20,12,16,4,221,9,20,14,155,13,105,5,51,12,16,13,16,14,70,9,155,5,117,14,56,13,158,9,26,5,52,15,26,9,26,14,82,13,177,5,35,13,10,9,39,14,43,13,97,5,35,8,152,15,16,14,86,9,22,5,72,8,61,15,103,14,160,13,93,5,25,15,32,9,32,14,35,13,299,5,9,14,62,7,16,5,62,4,202,14,152,12,59,4,132,14,62,13,128,12,152,14,69,5,145,4,47,9,81,14,35,13,248,9,47,15,9,9,5,14,40,13,121,9,93,12,89,14,57,5,160,4,125,14,16,13,16,5,109,15,47,9,155,14,8,7,15,5,57,4,206,9,57,14,101,13,121,15,109,9,12,13,34,9,213,5,88,9,7,13,209,9,43,5,60,9,5,15,26,13,299,9,43,13,299,15,43,7,35,5,101,4,206,5,316,9,26",0
"14,197,7,145,14,155,7,186,14,12,7,330,14,77,7,265,14,26,7,316,14,35,7,303,15,4,14,60,7,282,14,74,7,268,14,62,7,280,14,92,7,248,9,2,14,80,7,262,14,111,7,231,14,41,7,301,14,40,7,302,14,62,7,278,9,2,14,43,7,299,14,31,7,311,14,35,7,307,14,34,7,308,14,78,7,264,14,29,7,313,14,13,7,329,14,41,7,301,14,16,7,326,14,40,7,299,9,4,14,30,7,303,9,9,7,1022,9,2,7,334,9,8,7,1023",3
"14,57,3,276,9,10,14,31,3,307,9,4,14,31,3,311,14,18,3,324,14,16,3,326,14,18,3,324,14,158,3,184,14,59,3,275,9,8,14,144,3,198,14,36,3,306,14,148,3,194,14,47,3,295,14,88,3,248,9,6,14,36,3,306,14,78,3,264,14,30,3,312,14,30,3,312,14,32,3,310,14,31,3,311,14,29,3,306,9,8,14,26,3,311,15,5,9,4,3,322,9,17,3,2045,9,2,3,338,9,4,3,1364",2
"5,3410,9,0,5,5456,15,0,5,341,15,0,5,1705,15,341",2
"14,171,10,171,14,29,10,313,14,38,10,304,14,62,10,279,14,69,10,273,14,31,10,310,14,62,10,279,14,35,10,307,14,31,10,310,14,35,10,307,14,31,10,310,14,31,9,31,10,279,14,31,10,310,14,31,10,310,14,29,10,4745,16,1364",2
"14,52,1,290,14,161,1,180,14,171,1,171,14,140,1,202,14,71,1,271,14,137,1,205,14,39,1,303,14,124,1,217,14,29,1,313,14,62,1,279,14,31,1,310,14,31,1,310,9,0,14,35,1,307,14,31,1,310,14,31,1,310,9,0,14,31,1,310,14,143,1,199,14,86,1,5370",1
"14,175,12,167,14,31,12,310,14,69,12,273,14,117,12,217,9,8,14,155,12,186,14,70,12,272,14,279,12,62,9,0,14,57,12,285,14,103,12,239,14,86,12,256,14,152,12,190,14,93,12,248,14,31,12,310,14,86,9,6,12,248,9,2,14,69,12,273,14,62,12,279,14,60,12,282,14,90,12,237,9,16,14,93,12,248,14,29,12,313,14,31,12,310,14,35,12,299,9,9,14,13,12,329,14,16,12,326,14,15,12,324,9,4,14,56,12,286,14,29,12,313,9,15,12,2027,9,5",2
"14,18,8,324,14,62,8,279,14,62,8,279,14,20,8,322,14,62,8,279,14,74,8,268,14,128,8,214,14,74,8,268,14,152,8,190,14,171,8,171,14,121,8,221,14,143,8,199,14,43,8,299,14,40,8,302,14,38,8,304,14,39,8,303,14,31,8,310,14,47,8,295,14,62,8,279,14,47,8,295,14,31,8,310,14,57,8,285,14,51,8,291,14,18,8,324,14,57,8,285,14,22,8,320,14,13,8,329,14,40,8,302,14,25,8,1680",1
"14,246,11,96,14,39,11,303,14,72,11,269,14,20,11,321,14,25,11,115,9,203,14,52,11,278,9,12,14,33,11,309,14,385,11,293,9,5,14,84,11,258,14,52,11,289,14,4,11,338,14,250,11,92,14,192,11,150,14,46,11,296,14,114,11,216,9,13,14,211,11,131,14,130,11,212,14,43,11,299,14,7,11,335,14,45,11,292,9,5,14,152,11,190,14,82,11,260,14,50,11,292,14,44,11,298,14,32,11,310,14,15,11,327,14,7,11,302,9,34,14,74,11,268,14,31,11,303,9,8,11,254,9,87,11,682",3
"14,78,7,264,14,114,7,228,14,77,7,265,14,62,7,279,14,152,7,190,14,51,7,291,14,86,7,256,14,93,7,248,14,35,7,307,14,29,7,313,14,57,7,285,14,31,7,310,14,93,7,248,14,39,7,303,14,41,7,301,14,35,7,307,14,31,7,310,14,40,7,302,14,35,7,307,14,56,7,286,14,8,7,334,14,61,7,1291,9,13,7,340,9,2,7,336,9,6,7,2046",1
"14,171,3,84,10,88,14,35,3,152,10,156,14,38,13,11,3,93,5,25,8,24,10,132,9,22,14,116,3,37,5,13,10,101,9,77,14,54,13,24,3,88,5,4,9,8,8,2,10,106,15,55,9,4,14,128,13,22,3,144,5,4,10,6,15,39,14,236,3,79,5,18,9,0,10,10,14,155,3,43,5,27,9,2,10,84,9,32,14,124,3,12,2,8,10,198,14,51,2,24,10,268,14,56,10,154,9,133,14,124,3,4,2,10,10,204,14,18,9,4,3,8,8,47,10,242,9,25,14,113,3,12,2,39,10,179,14,62,3,97,8,8,10,163,9,12,14,52,9,2,2,36,10,246,9,8,14,94,3,5,5,11,9,3,10,150,15,3,9,79,14,29,3,134,8,13,10,167,14,38,3,55,5,43,10,183,9,24,14,62,3,93,5,12,8,22,10,130,9,24,14,78,3,31,8,10,2,47,10,177,14,69,3,30,9,6,8,79,10,159,14,75,3,72,2,72,10,125,14,132,3,30,2,24,10,157,14,10,3,165,10,167,14,16,3,99,8,68,10,155,15,4,14,18,3,152,10,158,15,15,14,8,3,95,5,22,10,194,9,24,3,26,5,210,8,8,10,99,3,183,10,159,3,144,2,10,10,188,3,127,10,215,3,18,9,6,2,27,10,292",2
"14,107,1,230,15,2,9,3,14,131,1,203,15,8,14,9,1,325,2,8,14,42,1,297,2,3,14,211,1,130,14,188,1,147,5,7,14,68,11,50,1,190,9,35,14,68,1,259,9,7,5,3,9,5,14,44,1,273,9,21,15,5,14,100,1,166,9,32,2,37,15,9,14,60,1,179,9,99,15,5,14,9,1,320,2,7,15,7,14,12,1,316,15,8,9,6,14,76,1,259,15,8,14,47,1,289,15,6,14,38,1,294,9,7,15,3,14,47,1,266,9,6,2,4,9,20,14,39,1,299,5,4,14,54,1,236,9,46,15,7,14,31,1,310,14,64,1,267,2,6,15,6,14,23,1,249,9,47,5,6,15,19,14,20,1,320,15,2,14,28,1,312,9,2,14,20,1,297,9,5,15,22,14,18,1,272,15,8,9,44,14,28,1,314,14,18,1,323,2,1,14,40,1,295,9,2,2,1,15,4,14,35,1,611,9,18,2,10,15,4,9,7,1,335,15,7,1,262,13,24,9,51,5,5,2,1",0
"14,39,2,303,14,28,2,313,14,90,2,251,14,59,2,283,14,57,2,285,14,39,2,303,14,43,2,299,14,29,2,313,14,175,2,167,14,12,2,330,14,60,2,282,14,16,2,326,14,4,2,338,14,5,2,337,14,175,2,167,14,4,2,338,14,40,2,302,14,28,2,314,9,4,2,330,15,8,2,4774",2
"14,16,12,326,14,46,12,296,14,11,12,331,14,117,12,225,14,205,12,137,14,671,9,11,14,403,12,279,14,31,12,310,14,31,12,310,14,135,12,207,14,46,12,296,14,389,12,294,14,540,12,143,14,704,12,320,14,60,12,621,9,3,12,331,9,11,12,3410",2
"9,38,10,13,9,301,10,13,9,332,10,275,9,57,10,316,9,364,10,163,9,179,10,271,9,71,10,328,9,14,10,279,9,62,10,285,9,57,10,273,9,69,10,335,9,6,10,302,9,40,10,256,9,86,10,244,9,98,10,226,9,116,10,87,9,255,10,3,9,339,10,7,9,335,15,64,9,1982,16,2387",2
"14,86,0,245,9,12,14,29,0,280,9,34,14,51,0,196,9,95,14,87,0,232,9,24,14,35,0,270,9,37,14,34,0,238,9,11,15,3,9,57,14,55,0,189,9,99,14,124,0,215,9,3,14,57,0,211,15,3,9,72,14,93,0,248,14,62,0,73,15,207,14,46,0,225,15,72,14,37,0,300,9,6,14,55,0,279,9,8,14,29,0,313,14,6,0,326,9,11,14,62,0,233,9,47,14,501,0,160,9,23,14,39,0,295,9,8,14,6,0,290,15,6,9,42,14,15,0,206,9,121,14,21,0,261,9,60,14,5,0,255,9,82,14,9,0,330,15,3,14,23,0,256,15,63,14,38,0,159,15,145,14,158,0,82,15,103,14,34,0,178,15,98,9,34,14,36,0,126,15,180,0,261,9,81,0,330,9,12,0,341",3
"14,194,0,148,14,167,0,175,14,101,0,241,14,15,0,327,14,150,0,192,14,155,0,186,14,57,0,285,14,140,0,202,14,69,0,273,14,29,0,313,14,38,0,304,14,62,0,279,14,39,0,303,14,225,0,117,14,35,0,307,14,62,0,279,14,31,0,310,14,103,0,239,14,39,0,303,14,68,0,274,14,35,0,307,14,16,0,3732,9,4,0,341",2
"14,205,5,24,12,113,14,98,5,53,12,192,14,93,5,80,12,166,9,4,14,69,5,5,12,160,4,109,14,148,5,10,12,124,4,61,14,93,5,66,12,124,4,59,14,29,5,38,12,201,4,75,14,43,5,72,12,227,14,62,5,12,12,258,9,10,14,95,5,95,12,153,14,43,5,70,12,230,14,35,5,32,12,275,14,64,5,24,12,254,14,62,5,113,12,167,14,31,5,68,12,183,4,61,14,64,5,68,12,210,14,35,5,22,12,209,4,77,14,78,5,72,12,192,14,35,5,64,12,243,14,31,5,20,12,291,14,171,12,171,14,31,5,18,12,293,14,10,5,219,12,113,14,31,5,86,12,221,9,4,14,69,5,22,12,239,9,13,14,55,5,62,12,225,5,188,12,150,9,4,5,86,12,256,5,49,12,293,5,52,12,290,5,48,12,288,9,6,5,103,12,239,5,120,12,222",1
"13,22,7,202,5,50,10,47,9,22,13,39,7,162,5,18,9,24,10,59,9,42,13,18,7,136,5,36,9,3,10,106,9,45,13,18,7,135,5,26,9,21,10,98,9,46,13,6,7,138,5,39,10,84,9,77,13,31,9,28,7,133,5,48,10,55,9,48,13,11,9,27,7,137,5,35,10,65,9,68,13,18,9,9,7,151,5,54,10,52,9,60,7,84,5,38,9,4,2,4,10,72,9,143,7,64,5,56,9,6,13,3,10,27,9,188,7,109,5,75,9,6,13,3,10,34,9,117,7,132,5,56,9,6,10,18,9,132,7,122,5,74,9,9,2,6,10,22,9,111,7,138,5,60,10,20,9,125,7,124,5,56,10,22,9,140,7,149,5,41,10,25,9,128,7,132,5,55,9,3,10,17,9,135,7,95,5,48,9,4,10,19,9,177,7,111,5,77,10,42,9,113,7,98,5,78,10,29,9,138,7,90,5,56,9,6,10,28,9,163,7,98,5,41,9,3,10,23,9,178,7,71,5,71,9,3,10,26,9,172,7,64,5,64,10,58,9,158,7,147,5,38,9,0,10,43,9,115,7,111,5,33,10,51,9,147,7,114,5,39,9,12,10,48,9,129,7,120,5,49,10,80,9,94,7,86,5,43,9,12,10,66,9,137,7,88,5,84,10,42,9,129,7,113,5,76,10,35,9,120,7,81,5,70,9,3,10,38,9,151,7,110,5,65,9,0,10,43,9,124",1
"14,205,5,137,14,35,5,307,14,41,5,272,15,29,14,4,5,299,15,39,14,3,5,339,14,66,5,276,14,45,5,297,14,209,5,133,14,62,5,278,9,2,14,3,5,338,9,1,14,74,5,268,14,51,5,284,9,7,14,18,5,324,14,24,5,318,14,41,5,301,14,38,5,304,14,70,5,272,14,62,5,279,14,144,5,198,14,29,5,313,14,31,5,310,14,27,5,315,14,28,5,314,14,6,5,336,14,30,5,309,9,3,5,2046,9,0,5,682",2
"5,5796,16,5115",2
"2,11252",2
"14,35,8,307,14,15,8,327,14,8,8,334,14,55,8,287,14,66,9,93,8,183,14,60,9,13,8,269,14,92,8,250,14,43,8,299,14,66,8,276,14,12,8,330,14,36,8,306,14,81,8,260,14,47,8,295,14,38,8,304,14,62,8,279,14,69,8,273,14,31,8,310,14,62,8,279,14,35,8,307,14,47,8,295,14,35,8,307,14,29,8,313,14,18,8,324,14,5,8,337,14,20,8,322,14,32,8,2696",1
"14,137,5,205,14,72,5,270,14,121,5,221,14,66,5,276,14,116,5,226,14,62,5,279,14,18,5,324,14,128,5,8,9,206,14,47,15,13,9,282,14,69,5,273,14,101,15,194,9,47,14,163,5,179,14,89,5,253,14,81,5,260,14,76,5,266,14,31,5,310,9,0,14,78,5,74,9,190,14,30,5,311,14,39,5,124,9,16,15,163,14,68,1,15,5,61,9,199,14,59,5,140,9,144,14,20,5,322,14,8,5,334,14,9,5,3401",3
"9,13,2,329,9,3,2,339,9,27,2,2020,9,0,2,8524",2
"14,111,4,231,14,62,4,279,14,101,4,241,14,29,4,313,14,38,4,304,14,62,4,279,14,29,8,86,4,228,14,35,8,94,9,214,14,103,4,239,14,39,4,303,14,18,4,324,14,16,4,326,14,16,4,326,14,15,9,2,8,325,2,178,15,137,9,28,2,116,9,0,10,185,15,41,9,0,10,341,9,299,10,3112,15,127,9,215,4,1364,16,341",2
"14,111,10,231,14,68,10,274,14,90,10,248,9,4,14,13,10,299,9,30,14,60,10,282,14,137,10,205,14,24,9,8,10,310,14,82,10,260,14,62,10,217,9,62,14,31,9,2,10,309,14,132,10,210,14,55,10,287,14,69,10,273,14,128,10,214,14,25,10,317,14,31,9,0,10,310,14,52,10,282,9,9,14,62,10,279,14,59,10,283,14,35,10,307,14,31,10,310,14,29,10,313,14,12,10,330,14,31,10,310,14,8,10,334,14,9,10,333,14,29,10,313,13,8,10,318,9,23,10,671,9,4,10,287,9,55,10,682",2
"11,677,12,6,11,331,9,11,11,5110,9,5,11,2384,9,3,11,320,9,22,11,337,9,5,11,1364,16,682",3
"11,2046,16,8865",4
"14,68,1,274,14,70,1,272,14,186,1,155,14,53,1,289,14,82,1,260,14,47,1,295,14,31,1,310,14,35,1,307,9,0,14,12,1,330,9,0,14,8,1,334,14,36,1,304,9,2,1,334,9,8,1,1023,9,0,1,1023,16,4774",0
"9,8,2,333,9,3,2,335,15,5,9,341,2,5796,16,4092",2
"14,26,5,9,2,307,14,20,2,322,14,86,2,256,14,35,2,307,14,39,2,303,14,69,2,273,14,155,2,186,14,43,9,12,2,287,9,0,14,186,5,70,2,86,14,133,2,209,14,248,2,94,14,68,5,39,9,8,2,225,15,2,14,51,5,20,9,8,2,264,14,35,5,5,2,303,14,38,2,304,14,62,2,279,14,47,2,295,14,39,5,93,2,210,14,137,2,205,14,39,2,303,14,43,5,100,2,199,14,24,5,12,2,307,14,6,2,336,14,9,5,18,2,316,14,4,2,338,14,6,2,336,14,11,5,29,9,8,2,295,5,64,2,617,15,2,2,1364",2
"14,155,5,186,14,192,13,150,14,93,13,248,14,15,13,327,14,229,13,35,9,20,15,55,9,4,14,99,13,9,5,235,14,136,13,47,9,51,8,109,14,54,5,288,14,155,5,186,14,79,13,13,5,251,14,117,13,225,14,43,13,2,5,297,14,28,5,314,14,38,13,5,5,254,9,45,14,62,13,214,5,66,14,31,13,310,14,31,13,70,9,109,15,132,14,31,13,111,9,35,8,45,15,101,9,20,14,31,13,14,9,33,8,260,15,4,14,52,13,25,9,246,15,20,14,171,9,171,14,18,5,324,14,8,5,309,9,26,14,8,13,86,5,238,9,11,14,31,13,310,14,86,13,73,9,86,8,60,15,39,14,9,13,112,9,86,8,72,15,64,13,4,5,334,15,4,13,2,5,626,9,55,5,320,9,22,5,235,9,107,5,324,9,18",3
"9,80,2,11172",2
"14,273,15,56,9,13,14,124,5,217,14,239,5,103,14,248,15,31,9,62,14,143,15,75,9,125,14,29,5,313,14,38,5,304,14,31,5,310,14,31,5,310,14,35,5,307,14,35,15,120,9,188,14,69,9,47,15,167,9,60,14,31,5,310,14,16,5,326,14,154,9,103,15,69,9,57,15,89,9,214,5,2728,16,2728",3
"14,103,8,239,14,31,8,310,14,68,8,274,14,16,8,326,14,59,8,283,14,114,8,228,14,162,8,179,14,16,8,326,14,82,8,260,14,155,8,186,14,39,8,303,14,41,8,301,14,34,8,308,14,107,8,235,14,35,8,307,14,62,8,279,14,31,8,310,14,233,8,8,9,101,14,43,8,299,14,78,8,264,14,47,8,295,14,61,8,114,15,22,9,146,14,29,9,8,8,306,14,22,8,320,14,43,8,3010,9,17",3
"14,37,5,305,14,14,5,328,14,54,5,288,14,134,5,208,14,123,5,219,14,75,5,267,14,71,5,271,14,155,5,174,9,13,14,185,5,157,14,73,5,269,14,70,5,272,14,158,5,184,14,26,5,315,14,185,5,157,14,56,5,286,14,111,5,210,15,4,9,18,14,32,5,310,14,30,5,312,14,62,5,276,9,4,14,26,5,314,9,3,14,10,5,332,14,37,5,303,9,3,14,15,5,313,9,15,5,340,9,2,5,338,9,4,5,2728",0
"14,39,7,303,14,47,7,291,9,4,14,12,7,330,14,72,7,270,14,90,7,245,15,6,9,2,14,76,9,4,7,248,15,14,14,190,9,11,7,137,15,5,14,81,7,117,6,137,15,8,14,190,7,124,8,28,14,28,7,314,14,107,7,235,14,121,7,206,9,16,14,13,7,329,14,105,7,237,14,29,7,313,14,39,7,171,6,133,14,38,9,10,7,294,14,62,7,260,8,20,14,31,7,243,9,68,14,64,7,256,8,4,9,18,14,10,7,332,14,20,7,320,15,2,14,12,9,7,7,309,15,14,14,8,7,333,15,2,14,6,7,47,6,289,14,8,7,332,9,2,14,11,7,421,6,251,7,330,15,12,7,338,15,4,7,310,15,32,7,307,9,9,8,5,15,22,7,316,8,7,9,20",0
